l.c,l.m,m.c,diffusion
0.37057304266264,-0.0148930629104052,0.000329428235945574,7.88418547995123
0.532889016080337,-0.0166409926318178,2.00166328149758e-08,22.5073074091026
0.37057304266264,-0.0148930629104052,0.000329428235945574,7.88418547995123
0.478084936008706,-0.00155849859648,2.05763411921465e-09,43.4851359045478
0.499955945183747,-0.0219484687714066,8.65002960836699e-06,10.8177017829475
0.24904084749531,-0.00874225963838401,8.76315788020344e-06,5.21283693037942
0.331497477659879,-0.0114612394571304,0.000234585757885816,7.40237093547381
0.443126862141116,-0.0137686462700367,0.000151588285625478,10.0534581875937
0.370421241368592,-0.00702580451965332,1.30774015923988e-05,8.11256417394184
0.280459872089711,-0.00726226806640627,4.89932335032757e-05,4.56283683462839
0.419804791590881,-0.0113121771812439,5.05793241810997e-07,12.8734252023179
0.395091182270379,-0.013278143195712,1.0480823410934e-05,6.68484395648733
0.393325952994994,-0.0130942466460147,2.41375955801083e-06,7.00777131348709
0.421097701236409,-0.0121285223960876,2.50878611606616e-07,10.0762335843808
0.371805817532037,-0.0192027311726997,1.57285728081119e-06,6.58022913139435
0.403314422853617,-0.00513061523437499,3.82386561455462e-05,24.8285056596546
0.434351635402511,-0.0153988258540631,3.3365524639065e-05,9.77182757503421
0.302174812437035,0.00444219232375993,2.51882603751404e-05,7.32277409173909
0.418737212791055,-0.0115465039014816,0.00011012524972782,9.15790950397301
0.351737298886764,-0.00943829264491796,0.00031022907775125,10.2673861233132
0.49823706122517,-0.0159152723685098,5.9070607149465e-05,12.1829287746958
0.418307380103262,-0.00307682991027925,1.16967948605909e-06,10.9018177910713
0.498490309182182,-0.0271064678765833,3.1914502672118e-06,11.4780152857203
0.425109505230011,-0.0119248199065745,0.00012720255110636,7.25227530908967
0.379797138882748,-0.00931665539741518,0.000307152974412422,6.47933832523229
0.614865073560889,-0.031204379498957,1.55485006653747e-07,18.2141581805784
0.366682376154564,-0.00608564853668216,0.000553387646049359,11.340268799795
0.399886138807417,-0.0246915088256935,2.3615225951276e-06,6.7271034894151
0.34887691924435,-0.0080406403765083,7.74762016018592e-06,20.1431379662192
0.473336874407648,-0.0154913489416113,2.21133864188068e-09,11.8026341188566
0.365657990705326,-0.0131267413197203,8.32775889125174e-07,8.24079744077582
0.472853731458969,-0.0198298577854072,3.46370476544942e-08,12.8921616672729
0.424500431773723,-0.0188353326608078,8.4448271908429e-07,13.549827003159
0.421480463807094,-0.00672471761703492,0.000347004302789704,42.9913161303347
0.416051674937209,-0.0093634033203125,0.000311752450090857,10.388804713182
0.427956141571553,-0.0215774011333997,4.57928606475181e-06,9.26719858191398
0.4351751813235,-0.0073177444934851,4.46677018400289e-05,11.2331398904733
0.353404381746987,-0.00238226312375516,5.63042476069921e-05,11.6472804670756
0.344799014186457,-0.00046221256256079,3.58610809292674e-06,12.8088980834131
0.389120429613497,-0.00973430812358854,4.24147866573508e-06,7.09582105292901
0.364570149240798,-0.0056707763671875,8.49307470675347e-06,7.96374554573671
0.53511201173627,-0.0215242184385608,0.000127903155032297,8.47041719831898
0.391950758885774,0.000199914965887529,1.37679896370948e-05,13.7300663614708
0.291546850043992,0.00026733251912497,1.01631675281145e-09,16.4066207551586
0.303916265331756,-0.00572284188121557,4.77431852645973e-05,6.32452961373825
0.368449844304023,-0.00503795856928551,9.36562954875205e-06,7.71647148931337
0.316525201867701,-0.00591058522462847,2.30118775064125e-05,5.90075873080881
0.425803051684293,-0.0113933438062668,0.000104844611507864,9.26515649443196
0.413908104518179,-0.0100338602066039,3.82687279405059e-05,9.28154764399174
0.343457768906363,-0.0125002673268318,8.6695427876056e-05,4.85159275390512
0.503216701910199,-0.030191440244612,2.13075814453098e-05,6.80222329659707
0.249078244781895,-0.00472859419882296,0.00032907811654073,5.91042003115813
0.457277599568888,-0.00805883224100609,1.29135667324909e-05,14.5851659187212
0.438235382423845,-0.00873611200041163,0.000234994143305806,9.06094629484141
0.254839928198096,0.00229323145320904,1.53107835515002e-07,4.64877120075337
0.403690647214774,-0.0179979004574917,6.3812994687903e-05,9.01335442096031
0.444127307983564,-0.0157992010563614,3.25039635523723e-06,9.48634200967766
0.333238987926107,-0.00997462346218528,4.25595756866707e-05,6.06068048716542
0.460269400116541,-0.0197645314164646,0.000139371684569263,8.68387533315129
0.461072122979214,-0.0127514573885131,0.000418287216121219,9.56662591364363
0.38521172662185,-0.0106676483154296,1.78941095746932e-05,11.6693368432305
0.406143034006096,-0.0142797386930898,1.18307987641352e-05,9.75307025705175
0.484702160962384,-0.0102483548782766,3.53744736424192e-05,15.2600836299086
0.384498367865202,-0.0101139714568853,2.98764716905931e-05,6.18277511481199
0.44027692451985,-0.0137196181414435,7.5206440696866e-05,15.5164108702193
0.404220349421729,0.00199746093096664,4.06263002182376e-05,16.7722093819931
0.34610513177479,-0.0163706070058109,6.52988145808494e-05,8.10337927852421
0.31102506187732,0.00403376504778856,8.0278076429029e-06,7.70910636072342
0.615113768228046,-0.0366203757593971,1.42567344242617e-07,10.2730477725529
0.375980923251864,-0.00949805725666002,3.74674755535279e-05,32.5991507306937
0.458622286576412,-0.017839183807373,1.88422745318974e-05,14.0778939723627
0.374998560417853,-0.00607807058608163,0.000552339791367344,15.8938932309709
0.437005888857661,-0.0177470588684081,0.000421219486908802,10.2081681275497
0.374860899872845,-0.0124840310477976,1.31741870753869e-09,5.84222769155735
0.409549122855765,-0.0183453578507761,0.000129052046797777,8.4598277272846
0.408060840267816,-0.00971435546874995,2.40643383108092e-05,6.68337074288677
0.555582765623454,-0.0256275369562354,7.36401859832616e-07,11.180534769004
0.329502371612169,-0.0141292833274929,0.000115809373032329,5.69306654997312
0.341609338000216,-0.0123719745874404,6.20324087976911e-05,10.2422755694024
0.37527457348277,-0.00542610228061678,3.2210492565291e-05,13.9313703142859
0.331464779898744,-0.00815043564885854,6.68528008226061e-05,6.01201697031491
0.476752377816817,-0.024312851989509,3.49902970715509e-09,9.88872167041644
0.405465777281439,-0.00926269531250002,0.000311752450090857,8.2680288417782
0.350822574159615,-0.0137954020500184,9.88814105074948e-05,9.91216722288936
0.410646485520069,-0.0137032042766603,0.000165341959193539,13.7548600729115
0.343406317549756,-0.00596547467634081,0.000274175506147172,7.64619679950999
0.452553390985057,-0.0190149254332567,1.90202120350507e-09,7.28193646905786
0.419771629626401,-0.0108029938439364,1.56912236851104e-05,13.3651584212219
0.612814377593398,-0.0342097248918936,0.000117561244275868,11.9625920771373
0.363929513092882,-0.0191128363570164,2.85637440365071e-05,5.79240553089027
0.378406384427651,-0.00684565509785887,0.000138486625218857,9.78692706303012
0.454963448789628,-0.0179188088882026,2.0505353312096e-08,10.9042540089237
0.454368785083564,-0.0185485326354916,3.77129698375913e-05,10.4948728200303
0.379829256189358,-0.00664012111723427,1.4090680553571e-05,10.7218469246355
0.337906496884091,-0.00775130513724436,0.000314985581798515,8.0551112433331
0.328182910541817,-0.0101616978645324,0.000247303538767497,8.23868418035688
0.397370517932489,-0.0101578110456467,3.54228445644925e-05,6.99690335766199
0.319481750462031,-0.00475930250453536,9.61142717769949e-05,7.38548696304831
0.365441110279465,-0.0104292297363281,2.77198427534878e-05,6.89063037406838
0.434732565550108,-0.0165570183856789,1.07882370863153e-09,14.5037349953744
0.352721295352818,-0.00773624057997955,6.9385492863078e-06,8.45724804737975
