AF-endemic,widespread
15471.0858771744,16782.0469845875
18475.7978189368,17396.5844140909
17177.9570439661,17043.1787927417
14988.5743489605,14682.2642617639
14210.6623336022,14796.91077956
19863.3928711336,18609.3050028578
15588.7378728218,16242.7571537116
15350.7643964065,14902.5431746788
18427.4246223619,17994.5063627353
15172.9334816396,14017.7465232871
14473.6428386165,15855.4793756595
13717.6076523708,15590.8899900596
13640.3130358677,15672.1096546411
16362.7985790493,15159.0324424065
18784.562276357,18063.9090092776
19456.0012667539,16370.2011119145
11597.757912426,14106.8961293768
15729.2138254577,16256.8397375693
15786.3085862823,16944.6729726428
15665.5028923237,14063.8731208106
16564.4768721298,15978.476900298
14227.4608403894,17193.0576060727
13186.754694459,16100.5585596885
15416.2842077458,14266.4062891736
14625.025138877,16022.8557272236
14833.3166508669,15540.895894853
13806.521485244,14395.1821438739
14754.4673735672,15152.7691697235
12656.3415891735,12960.0611907036
11426.4701241906,12243.6991360456
16615.7929170619,17269.8720635807
14772.613159257,16364.9334518728
15519.9770746085,14582.8249758693
16097.1162492253,16228.8466933488
17091.9565366556,15898.8958005538
14325.7805761118,16883.856433654
12783.9700580139,13756.1289445956
16469.4790338573,16439.9855571479
14786.2189089785,12395.5441649381
18414.3940895414,17998.9217462928
13213.0294259466,13262.4359596301
14079.0082088856,14783.9436388672
16345.5719213167,16766.4330086428
16524.9199793893,17598.5290049286
16820.0117846471,15981.5525082762
16485.1842479637,16627.3899414167
15036.0359051346,15096.7110157879
14911.4661310724,15903.7674215734
19433.9904729357,16457.6157135456
17195.2985088824,16636.9131228967
20161.4429375173,18153.4371107886
15878.2995876482,14800.2662979069
14850.0950643812,16941.283146919
18019.3341970842,16339.5434474702
14822.9299948262,14202.8461287142
17429.197119051,15961.4469002159
18615.0691383785,16292.1634329193
15512.786787624,14414.0042941116
15868.0414614307,16255.8354595925
19379.825989226,17683.821847973
18595.6757119307,16432.8547794421
16712.9187851302,14968.1229536278
16779.6579802755,17476.7159864605
15075.8543279439,16971.618501668
19610.6190447036,16728.6733453573
11083.4292999357,14272.2687623884
16286.3174429,16101.1171691732
14978.5165616613,14765.6804597267
14314.2779465482,13936.7345009634
16434.6573295897,14684.8972015682
15245.8344702403,14563.3909935928
14967.1149976372,15330.2263405743
17733.3783517813,17044.2411923287
17848.0606226503,18413.4370252323
12936.4738491863,14050.9810382926
15020.1029350963,15009.4026398666
17419.3937658502,16154.9977803535
16288.7178117191,15244.6274920195
17408.1425643266,17226.3396322525
16130.4346091603,16181.2011455245
10674.0985866141,11036.8373290423
16324.8660591961,14039.581940541
14234.1528256538,13156.0513159867
12613.505467302,12500.3381277615
15622.8373210146,15217.2110787884
15654.9676707046,16180.3173544855
15058.1987692952,14641.5944917946
14012.2770509886,13763.4220024121
15791.0704117264,16362.2566548056
15541.8649637406,16039.0816479911
14486.6720377663,14493.3317731081
15750.9507654167,15370.293122946
17133.3626523011,15817.6499182465
16740.1413581366,16295.3861299957
12892.4212597127,13273.8036438772
15436.2411167907,15179.582367801
13732.351661277,15476.7031745385
12796.1228303816,14081.7270789286
17320.8513075268,16690.6785143544
13817.3996876994,14285.5976583301
14517.4535652785,13961.6040593074
19013.110997174,17839.7445586207
17054.1364769105,15270.9019460155
16972.2757245057,14692.9028935234
11436.9164320329,13862.4180546685
15715.2672448414,15415.8136376929
15290.5047514517,15637.4315897531
15361.6869160026,14774.6955923097
14610.8269159869,13917.6099955395
17563.6296850271,17361.8649153518
13772.1450091748,13597.2591246067
16290.77964057,15674.7940180931
18689.683175172,17881.5335179955
14529.740471112,13888.1452975312
14454.7005392411,13821.0224529013
17940.6988810931,18549.9261195493
14611.5822257756,15292.1273261476
14951.1396180803,15540.9295573603
17516.7805153153,17550.3136106192
17024.324997303,15135.4209957447
16923.8152449475,15931.8845115476
17974.9188794357,17498.2366908321
14583.5257166237,13742.0424603172
15039.4281592609,15317.9736450189
19730.9753751443,16687.0457177869
15036.5703848643,13952.3621462321
12315.5564776488,12734.7618652594
15039.461263468,16443.2678090566
17316.7235077857,17189.2974357175
14979.6158130971,16826.5613211015
17957.1623189127,17210.1957904829
17409.9150444853,16016.7914402231
16814.3880524026,15033.7748902023
16096.3915096357,16752.9768998111
18542.9627607737,18120.079239772
14031.2368964293,15378.0801297751
14052.6594403817,14485.3153600921
16449.3807794768,16959.1162167121
14945.8548510921,14704.4281212163
17118.8105814225,16499.5464934523
16348.6651518781,17367.8354207065
17204.7095529027,16074.4519232486
14535.1075701422,15660.9584707924
14776.1794754963,14553.7503716779
14911.3622137372,15194.019258363
16200.7692527215,16273.9727099626
15980.6137706289,17035.3663204451
12255.213218866,12949.1402756513
14447.0258876178,14909.6899529012
12687.6247678079,13367.3671969318
16176.6047630953,16633.9170919837
14485.9912413633,13533.8263310311
16347.0409989372,15466.7822845667
19642.1480231246,16141.554591055
14454.8785738954,15990.7826448486
14160.076846765,15045.1114818923
17705.3875297205,16615.2921231265
17262.7183400883,16949.206243873
19761.2457982833,17462.7097959755
15228.9933636214,13602.3466270537
15987.7900272674,15477.4181411888
17142.1751776952,17689.122132996
16560.0000676367,15864.4018249458
16536.7435265253,16793.6574493743
14362.2746638176,15035.3091248285
14147.8762787951,15621.490475924
17242.3746369992,17449.2655462807
16573.0575349712,16072.4329555374
17077.627347139,16522.3222585009
13932.001550927,16603.6940331067
15654.2538277177,16195.6923282702
20009.8005905985,18259.4435639283
17278.4809475426,16670.1233380419
14011.0270593687,14113.4810737516
14618.9328842493,14483.4348410059
15883.5044050095,15199.8002726498
15272.6702978597,15603.1939289273
16275.4337030642,15156.5670154132
14410.9008175586,15192.8666483065
18567.7562269411,16024.5740287634
15732.4532862999,14246.7484994807
17199.0655326432,16907.8710231737
16189.2144884168,17637.9068995069
13802.3196578713,15731.2604730521
16185.6507217436,16624.2004004243
17966.091019894,16440.5910119967
14532.8115543291,13888.5748462384
16297.2509815538,17539.244741959
15188.2872218845,15382.6170815827
19668.9229804738,17325.7937262681
15710.2100268078,14616.3245115433
16534.8721293515,16043.4211188297
15386.369912327,14549.9525697798
15955.2775695993,16432.9802072799
14224.5153806595,16053.8596944158
15261.6801360931,16797.2282498051
15783.3687285135,15835.8130203854
16022.8817298982,15978.070790735
14842.3904182299,15901.3541100286
12950.9478162022,14574.8218278966
16349.4073136799,16923.7983910435
14746.8152109019,15280.7234207649
16241.7405455343,16030.7234830039
12595.330658556,14951.8487853879
13617.2680119988,15456.0794418763
14610.5171252572,14750.6841662395
16342.1315641023,16990.5026996778
15646.5371820996,14404.2051957181
12828.0180367214,13738.0332008155
15507.8129645387,16715.7098118806
15805.9046523364,14989.5531287302
14864.1154990967,15825.7521190576
15234.1730536493,14715.231921473
14652.0601358328,14972.78256999
14899.7268703918,16607.4597185359
16778.8654211037,16326.6234853376
19730.6104946046,19296.9490947544
14520.8074345542,14234.3836829564
16549.8985111936,15358.5378333012
16488.2663802415,15650.58001611
16279.9517916027,16558.6014117362
14627.523342574,16287.237868078
13473.0417987194,15003.2866060202
21039.9232758451,17863.2258021647
14065.8930058948,15995.8003583076
13959.406491336,14709.1072097622
15726.646252938,17072.3912029945
15447.0528760986,14869.463394498
16001.0452601281,15424.0187940208
14605.3089908376,15355.7072907922
14947.216753445,15874.4595308268
15426.4795779055,15143.4649392944
17979.7300578069,16814.1471290465
15533.9130674615,15837.7015119673
15950.1701910957,15119.5554691969
15580.543938314,17209.2629655293
15877.0388688332,15137.1691911675
16033.2840175015,16653.5536720792
18310.7507633685,15973.1028106241
14274.5703542433,16070.4893293121
12012.3384984552,14565.55070964
19323.6754077653,17545.573696681
16222.7437667516,14586.7412029484
17587.9907306268,17139.7013493415
14666.0677838973,14818.4352650625
14726.4809937397,14845.2647848236
14956.0628851259,17317.4097512101
18347.49422921,17758.51975757
16454.8110035395,16355.6894885924
13303.5148579832,13985.8630725452
15670.6015876336,16582.7246692597
15078.3518825312,15479.040093966
14399.9877986943,14476.5545984263
17222.0920687117,17257.0511111937
15024.6836580846,15787.3101175914
16205.9914270001,15778.4486463412
18325.5577322464,17375.7879858735
16773.8784699192,15916.4072731683
14920.1070883552,15959.8920798376
15818.7290817127,15698.427491287
17822.8161377092,17559.6256200102
14856.2707987094,14743.4324946348
16824.8007952609,17746.6150402885
14202.3708277037,14433.9511038398
16005.2658122685,15944.527325403
15056.8658218312,14392.3807150836
17162.0932376122,16474.7666705747
17398.2620043336,15745.0612125943
15265.5862581062,14201.3107848856
15808.1556676561,15347.0607671956
13872.7973935366,14459.60372784
15705.7480807673,17267.0047222878
14998.9854184435,14772.7846295908
13788.0842456464,13232.6138859561
16081.2032415422,15442.6271722343
15009.4722346963,16438.711939136
15123.5698998189,15167.8508467036
13819.1284982261,14490.375672975
13441.5192601429,14006.9901168013
17530.1743182102,17956.0629770282
15308.4434775898,14354.8237386962
13954.2216858684,14348.0564928222
15087.7735732591,15723.9016321186
15708.3569432879,14845.7436780287
13470.7802500742,13913.8287120505
13413.8452511644,13542.0708739491
15087.529093691,14878.0371090683
14853.0886867421,15269.969443603
16367.8452586788,16196.5353902764
19434.0051859962,17789.6691025411
14651.505078703,15805.5112303098
13897.5576968073,14313.6115850969
13931.1953297788,14562.0442192258
16997.9556182942,16502.0867530977
17312.2881903818,15965.1389093241
14977.4234106642,14107.4093337007
17030.194340111,16947.0938694362
15406.0216161459,15603.3247265805
16411.3904750554,16975.9466033452
14602.9836362068,15214.5901286595
18878.3407698883,17029.830125605
15801.7537567171,15635.1661219858
15262.0788579002,14571.573125338
17477.1796367839,17718.1178386443
13912.2323186343,16206.7901672116
14935.0678443926,16613.209688604
14801.1925402502,15730.9977360453
15465.685839542,16085.2464004052
14824.4526203282,14672.6727092416
14719.5256943137,13927.4696957436
14196.1396165414,15480.5908214478
18965.6000983399,18014.2407124762
14842.5440809307,13752.2863109501
16916.072664217,15489.2606271042
16348.5519103826,16305.7389624696
16616.9056458343,16653.3925114444
14039.1421757726,14568.8758517985
13687.0601717569,13978.4358507874
14694.7001409918,14752.3182467965
15294.8860132595,14943.6214189281
13459.1280663551,14001.6302645681
17584.764154747,16408.2521044128
16485.6138895996,15109.5019426992
18426.0153936029,18108.9464157116
14256.3521297302,13866.9238067653
16675.6624072458,15107.9478210811
17588.2352887583,16536.8911767141
17908.2341731166,17565.6953826497
16031.9470352937,16035.0441118544
17423.7511105152,16671.2159646582
15868.0346942171,15888.1605760894
15150.3866241091,15647.2401927172
18124.7658456063,18027.5629952564
15884.7533334576,16701.7757181563
12582.5369930954,14651.3477919786
13814.5952776273,14564.9355233699
15576.4345768111,15271.0582014324
16257.588099129,15472.988105627
16474.564601719,17548.1754926477
13309.2603149179,15176.811726004
16672.4326267682,16898.5716216315
14122.3064944292,15053.4268300137
14315.3066799469,14051.565283156
16108.7059340225,15492.3840586045
11223.7707252628,13565.7123689743
15600.1419695586,15773.7021448324
15808.7686638177,16355.3893052693
18248.3718740084,16912.4849963389
16407.8234763815,16803.5426948853
17862.7927706828,16694.0107812677
17200.5412643965,15822.8387610524
15294.4660263399,14225.2063968843
12105.323045847,15249.8235020859
15425.0279956849,14901.1308595253
16361.2709183956,16517.4486656061
16097.3007318686,15801.0731813257
14501.2796064311,15132.1438793751
15687.5154699471,15233.0370927902
15441.2142227116,14627.6761051694
18464.6219675114,18280.4747965406
14963.8760856933,15608.7941789814
14957.9467273963,15466.3037460488
13354.6006650707,13903.6628131892
14373.4353714873,15728.6764526298
15620.3768748275,15504.8319524515
15589.5078545506,14884.9007892812
14181.7306886412,15259.3503916036
17319.6345144699,16186.3138786514
13750.2631842283,14202.4498279207
15639.0534703004,15413.9170753521
13676.7565759399,14278.2725614889
16318.8596979106,15623.0359642084
15081.0483656743,15445.1912539676
17345.0876132669,17282.9991546185
15893.0546077628,16720.4821695735
14228.3193283539,14402.0511999923
11923.5336700624,12798.293445398
13306.4080537854,14147.8399161487
15205.5729587803,15804.2795267164
17222.3219042442,16010.1316640572
18818.0712283184,16567.517226588
13475.1897539385,15368.113190361
18264.2121951627,17458.1005720621
15827.6538238861,15348.2802658416
16607.3563472837,16876.4214275447
15239.0797600146,15482.2627701785
15756.4054034113,16667.0395204133
14445.5315093884,15585.6803240791
13510.5848218129,14970.0483901765
14754.7993968587,14695.1257131042
13882.4531608129,13766.5941903307
