albicans,alborufescens,amnicola,argyrophylla,atlantica,baumgratziana,brunnea,budlejoides,burchellii,castaneiflora,chrysophylla,cinerascens,cipoensis,corallina,cowanii,cubatanensis,cyathanthera,dichrophylla,discolor,dispar,fallax,fasciculata,ferruginata,flammea,formosa,heliotropoides,hyemalis,hypoleuca,lepidota,longispicata,lourteigiana,lymanii,macrothyrsa,macuxi,mayarae,mellina,multispicata,navioensis,octopetala,pepericarpa,petroniana,polyandra,pterocaulon,punctata,racemifera,robusta,rondoniensis,rufescens,ruficalyx,ruschiana,sclerophylla,serialis,setosociliata,shepherdii,stenostachya,tiliifolia,valtheri,willdenowii,suberosa,angelana,capixaba,dura,kollmannii,penduliflora,kriegeriana,secundiflora
0.340243639773211,0.175777447192464,0.394019505684251,0.17446020887066,0.671599055126399,0.657043326814817,0.749393503599132,0.752596175125928,0.10800369156902,0.641219122363397,0.226514272417943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.840482556198372,0.745731884964296,0.47811503377792,0.698678182250016,0.406158978793239,0.479148916459243,0.420662979248854,0.498156281946083,0.528680432602575,0.34752898996715,0.690312535431006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.940310860610736,0.864008672302126,0.678421634784411,0.906885021956929,0.501862769665733,0.675138460016009,0.599470585994726,0.576218068337782,0.555531528836995,0.573588109129933,0.924896680368095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.725850354668133,0.690238470425498,0.776925216439039,0.917100445073929,0.259286338505457,0.524296640625767,0.363381857471334,0.30124921888112,0.366380070245581,0.425260537367004,0.911983984871101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.743462779672603,0.67814445413566,0.909678478411759,0.890701011970785,0.408265309418422,0.622106481531168,0.509756734788795,0.431284218347525,0.353583269320536,0.579830559866593,0.859033533338555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.343062399358091,0.198196547534451,0.310496253323167,0.192848909785435,0.698296454078075,0.621260748381398,0.773893568627362,0.726922986764096,0.139748824554505,0.7329343405194,0.260774078517854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.907778723729123,0.933036409842747,0.452176086304498,0.729501332636383,0.375014485185239,0.574613375052611,0.523161475728833,0.466429803140691,0.862313766092365,0.514617316321523,0.822034709844108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.535632725662734,0.577968961860997,0.612472526855808,0.849875529735532,0.0472670256061933,0.193313422926385,0.0793308357136685,0.0552213288806886,0.195155728715416,0.135255497144462,0.740836058693879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.751012741431256,0.734197840203545,0.647029747727371,0.939739723240413,0.165043869955411,0.42259965024004,0.281410766215318,0.191315886023823,0.412368537311301,0.332041001592723,0.93376537487482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.707068096254852,0.588674373617706,0.640806268671994,0.574287231772131,0.668350063012264,0.977308122668199,0.855876507076669,0.758916431991779,0.433957618405274,0.929908885716812,0.710752980552131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.856230100687677,0.815792475776854,0.786273404273799,0.936279753552982,0.298660382869978,0.473077495034521,0.3990395479919,0.349369390052922,0.437663360484585,0.362375466713429,0.834109966356251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.710328948119814,0.739578228705868,0.567347333528282,0.91572274567181,0.150032016685759,0.423514207550262,0.254480181846962,0.171710730443166,0.417924073477385,0.333851741147785,0.932693843370277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.665926527465016,0.487943152034972,0.376219253625881,0.323617501600268,0.797328616183186,0.679555176857535,0.764844825681819,0.881030115873978,0.427282927710963,0.597237659753435,0.418832208524669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.743457415695677,0.776035619472072,0.280885851277848,0.41086228522825,0.456275781189729,0.57789742411003,0.629879734674203,0.570961267546704,0.855275061809123,0.547479559437118,0.55313106879847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.758503831386508,0.648165349926887,0.535484260592875,0.554976769853052,0.694623978709156,0.974087348554499,0.877174092036163,0.802168465368025,0.534200036566173,0.93969139871274,0.727019653347411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.622833778905233,0.476191815260168,0.43225314499973,0.334088629492601,0.924330450689043,0.814182562584155,0.929976715114306,0.96844198645703,0.362384929436509,0.786965763366345,0.445259171275153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
