species,isothermality,precip_seasonality,solar_radiation,soil_pH
cubatanensis,53.0064506530762,53,18232.75,79.5873489379883
cubatanensis,66.6413955688477,86,16307.5,55.033130645752
cubatanensis,74.5326156616211,75,13889.75,61.6596374511719
cubatanensis,53.8404808044434,36,17002.5,62.0060234069824
cubatanensis,70.0107955932617,88,15900.9169921875,59.5481910705566
cubatanensis,56.9233283996582,75,16036.4169921875,69.0632553100586
cubatanensis,60.723762512207,63,14005.5,53.1295166015625
cubatanensis,47.2364234924316,9,14304.1669921875,53
cubatanensis,65.5640182495117,62,16650,65
cubatanensis,48.8387718200684,23,16476.416015625,54.2078323364258
cubatanensis,64.3811721801758,58,15709.8330078125,63
cubatanensis,57.5410804748535,72,16164.1669921875,71
cubatanensis,56.9942436218262,59,16952.333984375,67
cubatanensis,45.4770774841309,9,14536.9169921875,53.7921676635742
cubatanensis,41.3524703979492,13,15414.4169921875,55.1987953186035
cubatanensis,66.8742752075195,69,15839.5830078125,58.6837348937988
cubatanensis,62.4780731201172,60,15533.5830078125,58
cubatanensis,49.4382629394531,96,16539.666015625,62.5843391418457
cubatanensis,49.5206146240234,89,16406.25,64.2319259643555
cubatanensis,51.6703491210938,35,17081.5,60.4939765930176
cubatanensis,68.1994781494141,90,15378.75,55.1144561767578
cubatanensis,64.9907379150391,188,15209.1669921875,77.1957855224609
cubatanensis,81.7217788696289,68,14569,69
cubatanensis,76.4605407714844,101,11791.1669921875,63.2921676635742
cubatanensis,62.4070320129395,74,14229.75,54.9909629821777
cubatanensis,58.290096282959,103,18902.916015625,76.6204833984375
cubatanensis,50.8291511535645,81,16946.083984375,68
cubatanensis,67.791633605957,89,16889.5,66.0150604248047
cubatanensis,68.1630401611328,110,17011.75,65.0903625488281
cubatanensis,70.4417114257812,84,17051,62.0873489379883
cubatanensis,57.8711471557617,65,16770.5,68
cubatanensis,67.7768402099609,77,15507.8330078125,57
cubatanensis,50.450267791748,91,16587.75,67.602409362793
cubatanensis,59.297477722168,42,16470.916015625,64.009033203125
cubatanensis,68.2043762207031,108,17029.333984375,66.2710876464844
cubatanensis,81.3511428833008,70,14772.75,68.7259063720703
cubatanensis,49.1633491516113,52,17240.75,69.990966796875
cubatanensis,68.5034103393555,86,16011.25,54.4126510620117
cubatanensis,67.2634048461914,85,16423.75,55.9608421325684
cubatanensis,48.100341796875,30,16718.583984375,61
cubatanensis,46.3814659118652,86,18817.833984375,80.7078323364258
cubatanensis,63.5761566162109,62,15619.8330078125,60
cubatanensis,46.7974014282227,84,18473.166015625,73
cubatanensis,48.0619468688965,16,16045.6669921875,54.1506042480469
cubatanensis,67.2384643554688,81,15937,54.9246978759766
cubatanensis,46.2126884460449,8,15654.75,59.774097442627
cubatanensis,63.790283203125,57,15206,63.274097442627
cubatanensis,55.6168746948242,106,19400.416015625,75.7018051147461
cubatanensis,72.782844543457,191,14288.5,78
cubatanensis,47.9873085021973,55,16810.666015625,67
cubatanensis,50.3719329833984,68,16915.75,72.138557434082
cubatanensis,51.5786743164062,41,17095.833984375,61.319278717041
cubatanensis,71.8541946411133,88,16248.8330078125,56
cubatanensis,49.278694152832,92,16592.666015625,67.4367446899414
cubatanensis,48.6883888244629,34,16827.25,61.0150604248047
cubatanensis,62.3401412963867,70,14971.0830078125,54
cubatanensis,52.4526100158691,65,17154.916015625,67
cyathanthera,51.2212524414062,69,17040.583984375,73.5271072387695
cyathanthera,50.094409942627,88,16834.083984375,64.5722885131836
cyathanthera,65.2486953735352,84,15570.8330078125,54.3102416992188
cyathanthera,65.9103469848633,144,19992.083984375,80.8042144775391
cyathanthera,68.0668640136719,93,16329.75,55.533130645752
cyathanthera,61.890697479248,147,19273.166015625,78
cyathanthera,68.3829879760742,177,20393.75,82.1295166015625
cyathanthera,69.4567413330078,97,17526.5,68.3644561767578
cyathanthera,74.511833190918,108,17842.416015625,69
cyathanthera,71.1435394287109,102,18135.916015625,60.9096374511719
cyathanthera,47.6741180419922,82,16815.25,66
cyathanthera,46.0841522216797,80,18453.833984375,77.2560272216797
cyathanthera,66.0415267944336,76,14860.4169921875,53.1234931945801
cyathanthera,68.3203506469727,93,15937,58.1445770263672
cyathanthera,60.6200332641602,83,15743.8330078125,57.2198791503906
cyathanthera,67.0302352905273,111,17109,72
cyathanthera,67.9177703857422,84,15499.4169921875,52.4367485046387
cyathanthera,68.7421722412109,89,16251.5830078125,62.0150604248047
cyathanthera,46.5714263916016,79,17586.916015625,77.1656646728516
cyathanthera,69.8429870605469,93,17490.333984375,58
cyathanthera,69.8058776855469,105,17922.25,68.7198791503906
cyathanthera,59.0731506347656,84,16373.6669921875,57.033130645752
cyathanthera,59.5179595947266,84,15860.25,60
cyathanthera,61.9397048950195,115,20560.666015625,74
cyathanthera,50.0722541809082,71,17133.583984375,74
cyathanthera,67.9654388427734,83,16346.8330078125,54
cyathanthera,72.9333343505859,110,18303.333984375,64.8012084960938
cyathanthera,80.0348129272461,154,15146.1669921875,62
cyathanthera,69.4063720703125,96,16915.5,62.1114463806152
cyathanthera,68.3098754882812,100,16808.333984375,70.4728927612305
cyathanthera,69.9520797729492,87,16011.5830078125,53.5512046813965
cyathanthera,45.7815818786621,71,17495.5,81
cyathanthera,51.165355682373,84,16845.5,64.656623840332
cyathanthera,49.6468620300293,75,18214.916015625,73.5632553100586
cyathanthera,64.3976593017578,100,16556.75,72.0813217163086
cyathanthera,46.4711875915527,72,17569,82
cyathanthera,55.7069396972656,110,17838.25,77
cyathanthera,73.0420379638672,106,18063.5,66.147590637207
cyathanthera,74.9656219482422,111,13172.75,67.7801208496094
cyathanthera,66.293327331543,112,21878.666015625,82
cyathanthera,52.9083366394043,82,19314.666015625,82
cyathanthera,65.5282516479492,153,19869,80.1716842651367
cyathanthera,46.2338752746582,79,17678.333984375,75.2680740356445
cyathanthera,51.1230010986328,85,16426.416015625,61.5722885131836
cyathanthera,65.5753479003906,158,21827.25,82.7379531860352
cyathanthera,67.0285873413086,79,15987.0830078125,55.3403625488281
cyathanthera,49.0302810668945,72,17165.75,74
cyathanthera,45.8863792419434,71,17612.166015625,79
cyathanthera,64.4390640258789,128,19829.25,74
cyathanthera,69.9850921630859,93,17350.333984375,56
cyathanthera,67.525390625,78,15547.6669921875,54.1957817077637
cyathanthera,69.3031234741211,89,15899,56
cyathanthera,51.0661468505859,87,16754.916015625,58.5813255310059
cyathanthera,65.6895523071289,93,16814.666015625,51.671688079834
cyathanthera,66.7363586425781,85,16112.9169921875,55.930721282959
cyathanthera,70.639533996582,121,18311.333984375,65
cyathanthera,67.0978927612305,103,18068.75,70.5030136108398
cyathanthera,66.0406723022461,76,15613.3330078125,67.6174697875977
cyathanthera,50.3923759460449,71,16881.416015625,72.4126510620117
cyathanthera,55.3250312805176,89,17886.666015625,74.1867446899414
cyathanthera,69.6396408081055,87,16110.3330078125,54.5271072387695
cyathanthera,51.1632881164551,92,18183.333984375,78.8283157348633
cyathanthera,53.8004913330078,82,16067.6669921875,66.093376159668
cyathanthera,51.7428932189941,76,16964.166015625,68.861442565918
cyathanthera,67.4220199584961,109,21383.333984375,81.1536178588867
cyathanthera,58.7925071716309,80,15902.4169921875,59.1355438232422
cyathanthera,71.5967102050781,94,16161.4169921875,61.75
cyathanthera,67.4551010131836,83,16045.8330078125,54
cyathanthera,64.8427658081055,77,14844.75,50
cyathanthera,51.3327865600586,85,16550.083984375,70
cyathanthera,47.4321365356445,87,17950.583984375,72.9006042480469
cyathanthera,62.6015968322754,110,18926,71
cyathanthera,63.8152008056641,119,21056.083984375,81.0060272216797
cyathanthera,64.879150390625,75,15623.6669921875,53
cyathanthera,69.4311752319336,97,16205.1669921875,64.9096374511719
cyathanthera,65.6453704833984,139,19449.333984375,81.7530136108398
cyathanthera,50.5387191772461,106,16545.916015625,66.6957855224609
cyathanthera,68.3215179443359,86,16163.8330078125,54
cyathanthera,47.849422454834,76,17291.916015625,69.1656646728516
cyathanthera,65.5438919067383,108,19431.083984375,79.7228927612305
cyathanthera,51.3390960693359,92,18627.833984375,84.4849395751953
cyathanthera,64.523323059082,83,16059.25,54
cyathanthera,68.0444412231445,97,18127.416015625,61.2018089294434
cyathanthera,68.6568908691406,109,18013.5,65.5753021240234
cyathanthera,69.7295684814453,109,17905.166015625,55.5150604248047
cyathanthera,67.794563293457,85,16758.416015625,54.3463859558105
cyathanthera,66.8007431030273,81,15973.5,54
cyathanthera,64.0361404418945,71,15038.9169921875,52.1415672302246
cyathanthera,51.7776489257812,77,16939.583984375,69.2319259643555
cyathanthera,52.485294342041,89,17427.25,78.8704833984375
cyathanthera,51.8096008300781,74,17053.25,68.2228927612305
cyathanthera,70.0921173095703,171,20003.083984375,82.2560272216797
cyathanthera,58.0730247497559,80,17718.416015625,63.9006042480469
cyathanthera,70.1727294921875,96,17227.916015625,57.0451812744141
cyathanthera,49.0141639709473,95,16410.833984375,61.6656608581543
cyathanthera,49.3437843322754,83,16916.583984375,69
cyathanthera,69.4015350341797,190,21736,82
cyathanthera,73.0826873779297,112,17673.75,70.1415634155273
cyathanthera,48.9992866516113,77,16746.5,68.0692749023438
cyathanthera,65.620361328125,84,15694.1669921875,67.7921676635742
dichrophylla,79.1517868041992,54,16391.5,40.8704833984375
dichrophylla,73.5457611083984,61,13890.6669921875,44
dichrophylla,81.0617752075195,46,15598.25,41
dichrophylla,84.4924163818359,79,16272.8330078125,44.6054229736328
dichrophylla,85.2378005981445,49,16212.4169921875,45.2620468139648
dichrophylla,88.9471130371094,35,15205.4169921875,41
dichrophylla,78.4006500244141,54,13900.9169921875,51.1897583007812
dichrophylla,71.7709503173828,56,13866.5,46.7289161682129
dichrophylla,80.0590591430664,45,13979.8330078125,47.2469863891602
dichrophylla,75.7793807983398,60,14776.6669921875,45.7439765930176
dichrophylla,88.0703659057617,19,13151.3330078125,55.0873489379883
dichrophylla,82.1303329467773,28,14110.0830078125,45.2228927612305
dichrophylla,86.0282669067383,84,15519.0830078125,45.6174697875977
dichrophylla,82.8976745605469,57,15923.0830078125,49.2650604248047
dichrophylla,77.750602722168,49,13944.9169921875,40
dichrophylla,81.1850204467773,61,14836,63
dichrophylla,79.1172485351562,47,16538.333984375,42
dichrophylla,81.7860107421875,23,13120.1669921875,43.9698791503906
dichrophylla,77.4946899414062,54,13779.3330078125,40.0150604248047
dichrophylla,80.5164337158203,50,15885.0830078125,45.0903625488281
dichrophylla,86.5356750488281,23,13620.75,55.8102416992188
dichrophylla,79.632080078125,77,14906.5830078125,46.7560234069824
dichrophylla,85.7040786743164,18,13152.8330078125,46
dichrophylla,77.6153717041016,61,14818.6669921875,40
dichrophylla,82.6943435668945,46,15371.25,40.966869354248
dichrophylla,84.1689453125,53,14087.6669921875,54
dichrophylla,72.9284591674805,56,13842.75,45
dichrophylla,81.9965972900391,29,13626.1669921875,47
dichrophylla,84.7763137817383,18,13827,46.930721282959
dichrophylla,81.2212905883789,42,13614.5,41.274097442627
dichrophylla,76.5391464233398,50,14048.8330078125,39.8403625488281
dichrophylla,70.1648025512695,68,14573.0830078125,52
dichrophylla,85.13330078125,22,13506.5,45
dichrophylla,71.1751251220703,56,13674.5830078125,44.3162651062012
dichrophylla,84.1738739013672,18,12388.3330078125,57.569278717041
dichrophylla,80.3791732788086,70,14835,44.647590637207
dichrophylla,72.9211044311523,49,13602.5,50.8704833984375
dichrophylla,70.5292816162109,66,14161.1669921875,48.4126510620117
dichrophylla,83.4128799438477,50,15689.5,51.1295166015625
dichrophylla,82.0411605834961,41,13599.8330078125,40.2981910705566
dichrophylla,83.2117233276367,46,15263.6669921875,40.9728927612305
dichrophylla,79.5405654907227,47,15136.6669921875,41
dichrophylla,78.3038635253906,39,14661.6669921875,56
dichrophylla,81.6744232177734,51,15946.4169921875,45.0903625488281
dichrophylla,72.1447067260742,63,14109.8330078125,42.8102416992188
dichrophylla,81.9366989135742,46,13503.3330078125,43.7921676635742
dichrophylla,70.0148086547852,64,14349.1669921875,41
dichrophylla,78.2195129394531,50,13733.5,39
dichrophylla,72.0318756103516,69,15065,49
dichrophylla,74.1574249267578,80,15593.1669921875,47
dichrophylla,70.9107131958008,65,14190.9169921875,46.7801208496094
dichrophylla,80.0592041015625,39,15273.75,46
dichrophylla,88.4981231689453,37,15513.5,43
dichrophylla,71.1830291748047,49,14509.9169921875,48.7891578674316
dichrophylla,87.0308303833008,18,13635.75,48.7771072387695
dichrophylla,72.8453521728516,61,15181.4169921875,48
dichrophylla,71.0774383544922,69,14142.5,41
dichrophylla,80.3302612304688,47,14171.0830078125,49.6295166015625
dichrophylla,68.5381774902344,76,14524,42
dichrophylla,66.6867218017578,69,14397.3330078125,44.5481910705566
dichrophylla,86.4082717895508,18,13537.3330078125,47.5512046813965
dichrophylla,91.1170120239258,30,14944.75,49
dichrophylla,79.4082717895508,36,14134,47.1295166015625
dichrophylla,75.5895767211914,49,14211.6669921875,41.7138557434082
dichrophylla,81.4066314697266,21,13260.9169921875,47
dichrophylla,71.4260635375977,78,14786,45.7289161682129
dichrophylla,80.5144195556641,47,15326,42.7409629821777
dichrophylla,71.9064025878906,63,14367.1669921875,39
dichrophylla,89.3362655639648,24,13132.6669921875,57
dichrophylla,68.4875946044922,60,14181,40
dichrophylla,79.1525344848633,49,14546.9169921875,41.6355438232422
dichrophylla,87.3584899902344,19,14006.25,42.1867485046387
dichrophylla,86.0460968017578,18,13111.4169921875,46.0753021240234
dichrophylla,81.0869369506836,47,13485.6669921875,41
dichrophylla,79.3393325805664,47,16439,41
dichrophylla,77.015380859375,51,14682.75,41
dichrophylla,88.0735549926758,30,12434.0830078125,57.1054229736328
dichrophylla,87.2381362915039,36,15117.25,42
dichrophylla,78.8860244750977,49,16107.6669921875,42.0451812744141
dichrophylla,78.4049377441406,50,15824,41.9186744689941
dichrophylla,85.0857849121094,23,13590.3330078125,46.6445770263672
dichrophylla,84.8826446533203,20,13368.3330078125,45.4427719116211
dichrophylla,66.9319152832031,69,14453.1669921875,44
dichrophylla,81.6707229614258,29,13280.5,39
dichrophylla,66.323600769043,61,14193.6669921875,41
dichrophylla,91.131217956543,40,15665.9169921875,39.5993957519531
dichrophylla,71.4269485473633,53,14296.8330078125,49.4397583007812
dichrophylla,82.4610977172852,92,15528.4169921875,46
dichrophylla,90.5754318237305,38,14565.3330078125,42
dichrophylla,82.5294876098633,42,15606.5830078125,47.828311920166
dichrophylla,70.6732406616211,56,13942.75,53.6566276550293
dichrophylla,81.1771697998047,49,16075.8330078125,45.0421676635742
dichrophylla,77.7178726196289,56,13769.9169921875,40.8493957519531
dichrophylla,80.3375015258789,48,13623.75,40.1536140441895
dichrophylla,86.1886596679688,14,13668.8330078125,44.5481910705566
dichrophylla,74.4062347412109,66,13752.8330078125,44.5150604248047
dichrophylla,69.8512878417969,69,14551.1669921875,50.2108421325684
dichrophylla,80.6130523681641,74,14890.75,44.9578323364258
dichrophylla,72.0581970214844,55,14277.9169921875,54.9849395751953
dichrophylla,71.0614166259766,67,14157.8330078125,40.1415672302246
discolor,66.75537109375,49,14876.6669921875,53.8614463806152
discolor,65.2754440307617,62,15556.8330078125,54
discolor,66.1755065917969,64,15175.9169921875,55.1174697875977
discolor,62.924633026123,53,15198.4169921875,56.3433723449707
discolor,48.3559036254883,23,16366.9169921875,51.6084327697754
discolor,57.1174354553223,30,13493,50.4728927612305
discolor,65.4717254638672,66,15656.3330078125,53.5451812744141
discolor,53.8872718811035,26,16678.333984375,54.1506042480469
discolor,61.5911750793457,36,14794.6669921875,53.6596374511719
discolor,64.7142944335938,72,14710.5,53.966869354248
discolor,55.1159706115723,29,16861.083984375,56
discolor,63.2896728515625,66,15273.0830078125,54.2981910705566
discolor,48.6419868469238,14,16147.5830078125,53.9337348937988
discolor,65.8765869140625,71,15679.4169921875,54
discolor,64.4921035766602,57,15241.5,54
discolor,58.8946762084961,24,16033.8330078125,52.5993957519531
discolor,64.1177368164062,58,15126.5,57.2590370178223
discolor,64.7573318481445,58,14875.6669921875,52.9006042480469
discolor,63.3840026855469,58,15388.1669921875,55
discolor,57.4401359558105,25,16187.6669921875,54.4728927612305
discolor,57.3385543823242,47,14215.4169921875,52.647590637207
discolor,65.7829437255859,72,15198.9169921875,55
discolor,64.9170303344727,77,15499.4169921875,52.2801208496094
discolor,59.3328514099121,35,16401.416015625,57.147590637207
discolor,62.0207481384277,55,15993,57
discolor,59.7646446228027,31,15928.4169921875,51
discolor,59.7962608337402,13,15507.25,53.274097442627
discolor,62.6101150512695,59,14686.0830078125,54
discolor,58.7562675476074,29,15463.75,53.4849395751953
discolor,65.2061386108398,76,14721.6669921875,53
discolor,60.6554756164551,25,15070.0830078125,53.4728927612305
discolor,63.1496086120605,62,15467.5830078125,55
discolor,65.9821395874023,75,15295.4169921875,55.9066276550293
discolor,64.9904632568359,47,15855.8330078125,55
discolor,63.5129814147949,59,14933.3330078125,55.475902557373
discolor,50.9234848022461,16,14248.75,53.8132514953613
discolor,60.9236030578613,26,14909.75,54.2228927612305
discolor,64.9534301757812,50,15598.6669921875,55
discolor,62.333251953125,55,14863.8330078125,56.2349395751953
discolor,57.7715873718262,39,14950.5830078125,54.1957817077637
discolor,60.4540481567383,61,14939.75,53.4638557434082
discolor,53.1543960571289,13,14945.9169921875,51.0813255310059
discolor,58.7896118164062,22,16053.5830078125,53.4246978759766
discolor,59.7070541381836,24,14266,53
discolor,67.0192794799805,75,15279.5,54.0512046813965
discolor,63.8344917297363,61,15492.5830078125,58
discolor,47.3077964782715,25,16549.5,57.069278717041
discolor,65.8180999755859,73,15160.5830078125,54
discolor,62.6563758850098,27,15511.5,53.5963859558105
discolor,62.3710708618164,73,14647.75,50.1987953186035
discolor,64.349235534668,61,15545.8330078125,53.6174697875977
discolor,58.3517761230469,30,14015.5,49.4186744689941
discolor,51.3712882995605,14,15875.25,51
discolor,53.8376579284668,25,16288.3330078125,53.328311920166
discolor,52.474781036377,16,16112.6669921875,50.2349395751953
discolor,63.3997802734375,52,15220.5830078125,53.774097442627
discolor,66.1233749389648,70,15505.8330078125,53.1837348937988
discolor,60.9800033569336,21,15535.3330078125,53
discolor,62.0415229797363,59,14590.5830078125,53.7138557434082
discolor,55.7051887512207,14,14606.5,52
discolor,65.6089782714844,65,14908.75,54.5361442565918
discolor,66.8109512329102,68,15609.9169921875,54
discolor,64.6708831787109,55,15221.25,52.5572280883789
discolor,63.4662780761719,60,15483.8330078125,57.5030136108398
discolor,51.7297019958496,24,16374.25,54
discolor,63.370418548584,61,15082.4169921875,54.680721282959
discolor,62.3371429443359,55,15285.25,54
discolor,63.7229652404785,33,15690.5830078125,55
discolor,58.774341583252,58,16851.916015625,52
discolor,57.9967613220215,58,14017.3330078125,54
discolor,64.1777038574219,56,15043,54.430721282959
discolor,63.833667755127,52,15338.4169921875,57.6234931945801
discolor,62.3009643554688,65,14957.4169921875,55
discolor,64.0857086181641,69,15320.4169921875,53
discolor,64.4767227172852,55,15164.75,53
discolor,62.584400177002,69,15044.1669921875,54
discolor,59.9954261779785,56,14519.5,53.3795166015625
discolor,54.6832313537598,21,16035.1669921875,51.8042182922363
discolor,60.053524017334,38,16112.5,53.9367485046387
discolor,65.1154479980469,78,15143.1669921875,53.8373489379883
discolor,60.5306625366211,36,16154.25,54.0873489379883
discolor,64.0736618041992,64,15507.3330078125,53.4608421325684
discolor,50.7804565429688,18,16119.25,48.0271072387695
discolor,46.0875854492188,13,14987.0830078125,55.5451812744141
discolor,63.7332954406738,56,15512.0830078125,56
discolor,63.4781684875488,77,15388.4169921875,53
discolor,67.089469909668,70,15486.8330078125,55.430721282959
discolor,47.8239135742188,22,16585.5,58.3795166015625
discolor,62.5268402099609,73,16075.8330078125,55.1626510620117
discolor,60.468318939209,75,14933.4169921875,50
discolor,65.9620208740234,52,15815.0830078125,56.1174697875977
discolor,65.932487487793,61,14940.8330078125,52.0451812744141
discolor,63.2477188110352,21,16382.75,57.7108421325684
discolor,65.844612121582,63,15500,53
discolor,64.8668365478516,58,15185.8330078125,52.3704833984375
discolor,47.8973960876465,20,16414.166015625,55
discolor,62.3232727050781,32,14736,54.3463859558105
discolor,58.6327857971191,45,16299.0830078125,55.475902557373
discolor,55.8424644470215,30,16658.5,57
discolor,66.4596862792969,57,15646.25,54.7439765930176
dispar,84.568244934082,14,13181.8330078125,43.5602416992188
dispar,72.2064437866211,60,13960.75,40.6536140441895
dispar,89.0467071533203,18,14419.5830078125,51.3463859558105
dispar,83.0719833374023,42,15446.0830078125,45.466869354248
dispar,78.9821548461914,37,15108.75,50.7018089294434
dispar,78.9540786743164,80,15907.5830078125,46.5391578674316
dispar,82.6464462280273,70,15013.1669921875,44.2801208496094
dispar,78.9790725708008,52,14093.0830078125,49.4638557434082
dispar,73.3475875854492,68,15876.3330078125,48
dispar,87.5925827026367,28,15089.3330078125,40.9126510620117
dispar,76.2968521118164,42,15150.5,50
dispar,68.9124374389648,71,14840.8330078125,49.2620468139648
dispar,75.2733612060547,54,13875.0830078125,40.0933723449707
dispar,75.1995849609375,58,13962.5830078125,40.8644561767578
dispar,85.7896118164062,28,13720,48.3915672302246
dispar,71.3885726928711,57,13742.9169921875,45.5632514953613
dispar,71.2472686767578,79,14658.1669921875,46.9397583007812
dispar,89.3881149291992,22,14119.25,42
dispar,82.5039215087891,26,13262.5830078125,44
dispar,85.9178161621094,17,13635,43.033130645752
dispar,80.8105392456055,49,13583.1669921875,40.8644561767578
dispar,79.8296737670898,46,13927.8330078125,39.2078323364258
dispar,80.0109329223633,37,13434.1669921875,41.9427719116211
dispar,74.7181167602539,65,13699.6669921875,42
dispar,75.4603729248047,60,13897.9169921875,41.1897583007812
dispar,68.6888046264648,69,14519.5830078125,49.1174697875977
dispar,82.3739929199219,32,13666,43.5813255310059
dispar,72.9851455688477,47,14566.75,53.4277114868164
dispar,67.4979858398438,67,14366.1669921875,42
dispar,78.6666641235352,51,13839.8330078125,40.8042182922363
dispar,68.5976181030273,78,14935,47
dispar,78.7549667358398,51,13918.25,44.8102416992188
dispar,80.3123626708984,43,13855.75,41.7439765930176
dispar,77.0507965087891,60,14734.5830078125,42.5481910705566
dispar,86.7359924316406,84,15484.6669921875,45.1837348937988
dispar,76.6129684448242,64,14629.8330078125,43
dispar,77.9117813110352,49,14246.75,49.4969863891602
dispar,77.7210922241211,65,14677.1669921875,45
dispar,81.8597030639648,43,13735.5830078125,41
dispar,69.3158416748047,73,14655.75,48.7198791503906
dispar,70.3509674072266,64,14035.3330078125,52
dispar,84.0178985595703,44,15496.1669921875,46
dispar,70.9856185913086,66,15162.5,49.0572280883789
dispar,68.9278106689453,70,14301.75,47.5873489379883
dispar,73.5823287963867,59,13884.3330078125,46.2710838317871
dispar,68.5222015380859,70,15047.3330078125,47
dispar,70.8385467529297,69,14453.4169921875,49
dispar,84.2694396972656,20,13367.9169921875,45.4909629821777
dispar,76.7785186767578,60,13829.5,47.2138557434082
dispar,68.6658172607422,71,14364.6669921875,49.1265068054199
dispar,77.4904479980469,53,13808.8330078125,40.0210838317871
dispar,91.9737396240234,30,15617.0830078125,41
dispar,78.7335052490234,51,13860.5830078125,42
dispar,77.7729568481445,36,15223.0830078125,48.6957817077637
dispar,82.7119598388672,24,13199.0830078125,43.352409362793
dispar,81.883186340332,44,14114.75,50.147590637207
dispar,72.7172012329102,69,15786.9169921875,49.8463859558105
dispar,83.6697769165039,20,13257.6669921875,43.5451812744141
dispar,69.2157745361328,68,14295.9169921875,47.5813255310059
dispar,74.0479431152344,61,13692.3330078125,41.7138557434082
dispar,70.8087615966797,78,15118.5,47.3644561767578
dispar,80.0713043212891,53,13670.25,44.0873489379883
dispar,79.7012710571289,51,15920.0830078125,45
dispar,82.4150238037109,24,13121.5830078125,43.533130645752
dispar,76.796028137207,47,14501.5,41.6174697875977
dispar,71.9827270507812,66,14685.8330078125,46.0210838317871
dispar,84.2408142089844,49,15631.1669921875,45
dispar,71.2119445800781,74,15417.9169921875,45.6355438232422
dispar,89.4215621948242,24,14424,41.8463859558105
dispar,86.671989440918,40,14038.8330078125,41.9156608581543
dispar,82.2555313110352,36,13535.5,41.3765068054199
dispar,68.7904205322266,77,14562.5830078125,46.1054229736328
dispar,88.9557876586914,31,14396.3330078125,42
dispar,80.0935516357422,29,14635.75,48.774097442627
dispar,78.3369293212891,43,14541.3330078125,44
dispar,76.7982940673828,48,14846.9169921875,41
dispar,70.0596389770508,78,15318.75,48.1897583007812
dispar,73.7461853027344,61,14042.9169921875,43.5572280883789
dispar,81.2230834960938,42,13773.5,42.7198791503906
dispar,85.0261306762695,10,13211.3330078125,43
dispar,82.9136962890625,41,13880.4169921875,39.3765068054199
dispar,77.9448623657227,71,14947.4169921875,43.7289161682129
dispar,89.5760040283203,35,14268.25,49
dispar,79.6858901977539,50,14072.0830078125,46.147590637207
dispar,77.3045043945312,64,14910.5,41.3584327697754
dispar,79.9466094970703,48,15224.5,43
dispar,75.9810485839844,74,14860.25,50.9789161682129
dispar,78.969841003418,40,13528.6669921875,40.9487953186035
dispar,81.5478591918945,73,14887,44
dispar,81.6096115112305,58,15347,47.2710838317871
dispar,76.2363433837891,41,14784.5830078125,46
dispar,70.8121109008789,74,14714.5830078125,45.4126510620117
dispar,73.8772659301758,60,14156.75,50.5873489379883
dispar,85.6268768310547,38,13961.9169921875,40
dispar,83.0507354736328,32,13796.5830078125,41.4728927612305
dispar,85.2823257446289,12,13220.5830078125,44
dispar,77.5973968505859,48,15726.0830078125,48.7439765930176
dispar,73.2690277099609,68,14111.5,50
dispar,70.7732391357422,64,14169.6669921875,45
dispar,69.6544723510742,74,15336.6669921875,47
fallax,69.2278518676758,70,14549.4169921875,49
fallax,75.2670974731445,105,18075.25,65.1506042480469
fallax,72.4804153442383,98,17711.25,53.5210838317871
fallax,67.4441299438477,67,15797,61.9608421325684
fallax,72.6694946289062,91,16921.75,61.8855438232422
fallax,66.5675964355469,82,15891.0830078125,52.8102416992188
fallax,67.1216278076172,86,16337.8330078125,53.0030136108398
fallax,78.6975402832031,109,17860.333984375,62
fallax,79.4843292236328,87,16642.416015625,53.4367485046387
fallax,67.0778350830078,90,16379.25,72.6837387084961
fallax,72.9781265258789,93,17578.166015625,55.8554229736328
fallax,82.4169921875,62,17395.333984375,56.2469863891602
fallax,70.1328048706055,71,15256.75,48.7680740356445
fallax,62.9492835998535,61,15429.9169921875,57
fallax,75.2139663696289,63,16599.416015625,57.533130645752
fallax,87.6829986572266,71,15930.75,47.4638557434082
fallax,66.7334365844727,75,15474.75,50.5873489379883
fallax,69.8210601806641,91,15612.1669921875,56.6295166015625
fallax,69.514533996582,78,14943.9169921875,44
fallax,80.2070922851562,107,17886.75,60.6415672302246
fallax,74.9759140014648,74,16901.833984375,47.397590637207
fallax,66.4679489135742,82,15958.5,51
fallax,85.4384536743164,73,15985.6669921875,64.852409362793
fallax,67.00390625,87,16607.25,71.3463821411133
fallax,75.1886215209961,64,16601.416015625,58.6686744689941
fallax,63.6979331970215,66,15217.8330078125,57.7018089294434
fallax,69.5654754638672,77,16229.3330078125,54.7771072387695
fallax,71.3358840942383,71,15211.6669921875,48.2319259643555
fallax,85.9002685546875,64,14608.5,59.9006042480469
fallax,74.8355865478516,106,18455.166015625,61.7680740356445
fallax,70.1568603515625,94,17127.333984375,58.1295166015625
fallax,73.9901123046875,80,15107.25,50.6325302124023
fallax,74.1473846435547,97,17758.833984375,58.5361442565918
fallax,71.939208984375,79,15923.25,52.2620468139648
fallax,63.6737213134766,80,15761.6669921875,64.7018051147461
fallax,65.6194686889648,77,15859.0830078125,51.3162651062012
fallax,73.4943389892578,80,14757,49.147590637207
fallax,69.4880447387695,81,17636.416015625,57
fallax,66.6382675170898,75,15258.5830078125,55
fallax,76.3968048095703,97,17941,58.9578323364258
fallax,71.7260437011719,67,16190.3330078125,53.5030136108398
