species,isothermality,precip_seasonality,solar_radiation,soil_pH
alborufescens,80.3186492919922,59,17003.25,46
alborufescens,68.6869812011719,76,15742.5830078125,56
alborufescens,73.2587280273438,88,16785.833984375,66.0210876464844
alborufescens,79.0567626953125,59,16434.75,47.7018089294434
alborufescens,79.8737716674805,47,16608.333984375,43
alborufescens,67.8943405151367,85,15906.4169921875,56
alborufescens,68.679443359375,72,16138.3330078125,58
alborufescens,74.3414459228516,89,17167.916015625,64.5271072387695
alborufescens,69.5745697021484,82,16112.75,51.4006042480469
alborufescens,64.7432632446289,79,18964.666015625,72
alborufescens,73.0876541137695,100,17563.166015625,51.6355438232422
alborufescens,79.1652526855469,94,17698.833984375,56
alborufescens,68.967658996582,84,16825,58
alborufescens,78.7617797851562,53,16577.333984375,43.852409362793
alborufescens,73.9434509277344,59,16379.75,52.8765068054199
alborufescens,68.8321075439453,85,16728.833984375,57
alborufescens,67.5121765136719,64,18360.833984375,72
alborufescens,70.0098342895508,87,16427.416015625,63.9909629821777
alborufescens,71.776252746582,42,17176.083984375,64
alborufescens,75.5211563110352,62,16644.333984375,49.9909629821777
alborufescens,66.4757843017578,80,16289.25,56
alborufescens,80.0654754638672,44,17085.5,53.6987953186035
alborufescens,67.9584655761719,82,15543.5,53.430721282959
alborufescens,86.0362701416016,42,14183.1669921875,61.8765068054199
alborufescens,75.9709243774414,68,14190.9169921875,64.2078323364258
alborufescens,65.5992279052734,87,15213.5,54
alborufescens,68.6126861572266,85,17594.333984375,57.3704833984375
alborufescens,69.7539978027344,77,16400.583984375,63.9698791503906
alborufescens,69.7661972045898,92,18222.666015625,56.0060234069824
alborufescens,65.1961669921875,99,16390.583984375,73.3102416992188
alborufescens,72.3571243286133,87,17870.666015625,58
alborufescens,63.8895072937012,56,15809.4169921875,63.897590637207
alborufescens,62.9009666442871,109,18477.583984375,73.6897583007812
amnicola,89.06689453125,26,14871.25,44.3704833984375
amnicola,84.167350769043,20,13382.3330078125,44.1957817077637
amnicola,83.0868377685547,20,13314.6669921875,43.6897583007812
amnicola,81.1955947875977,31,13612,46.9608421325684
amnicola,83.6363143920898,36,13846.0830078125,40.897590637207
amnicola,89.8241729736328,24,14723.6669921875,45.3313255310059
amnicola,85.1069869995117,21,13792.0830078125,41.3765068054199
amnicola,88.6457214355469,16,13572.4169921875,57.9397583007812
amnicola,81.2356643676758,30,13747.25,48
amnicola,85.1363143920898,37,13892.9169921875,39.5391578674316
amnicola,88.1669692993164,20,14149.1669921875,44.7921676635742
amnicola,85.7503356933594,20,13430.5830078125,46.8734931945801
amnicola,87.1695098876953,40,13389.9169921875,55.9849395751953
amnicola,81.9468536376953,35,13406.5830078125,41
amnicola,85.4519424438477,14,13288.3330078125,44.2198791503906
amnicola,80.3290863037109,40,13689,41
amnicola,89.0841217041016,31,14166.5,41.3704833984375
amnicola,84.2947540283203,19,13413.9169921875,43.7289161682129
amnicola,82.939338684082,20,13301.25,44.25
amnicola,87.77001953125,26,14140.0830078125,49.0451812744141
amnicola,82.0335083007812,43,13554.8330078125,41
amnicola,88.4298706054688,27,14626.3330078125,40
amnicola,81.0318450927734,32,13357,42
amnicola,87.8572311401367,15,13251.5,47
amnicola,88.2288818359375,12,14052.25,52.1506042480469
amnicola,80.4174118041992,34,13962.75,47.0753021240234
amnicola,83.5685806274414,45,13778.1669921875,56.6656608581543
amnicola,84.8613739013672,22,13623.0830078125,43.5933723449707
amnicola,82.5657577514648,25,13447.25,45.5361442565918
amnicola,90.4014739990234,32,13779.1669921875,57.6325302124023
amnicola,89.1142959594727,12,13321.8330078125,46.3915672302246
amnicola,90.3864212036133,19,14401,48
amnicola,90.2338027954102,19,14753.75,49
amnicola,81.5879287719727,23,12717.1669921875,59.0632514953613
amnicola,86.287467956543,18,14005.75,45.9939765930176
amnicola,80.4477920532227,36,13819,41.3825302124023
amnicola,87.6324310302734,41,14157.5,44.4909629821777
amnicola,84.3610610961914,31,13558.5830078125,45.828311920166
amnicola,86.838752746582,18,13160.0830078125,46.2078323364258
amnicola,85.2238998413086,19,13388.3330078125,43
amnicola,88.2575607299805,18,13339,49.0451812744141
amnicola,88.2986297607422,26,14240.6669921875,49.3704833984375
amnicola,87.7593688964844,28,14816.3330078125,42.7771072387695
amnicola,83.4881134033203,21,13219.6669921875,44
amnicola,84.8194351196289,13,13278.9169921875,42.7981910705566
amnicola,90.5560989379883,28,14821.4169921875,54
amnicola,84.9127578735352,19,13549.6669921875,44.1114463806152
amnicola,79.7193450927734,23,13320.1669921875,42.9337348937988
amnicola,88.8757400512695,19,14137.25,47.1174697875977
amnicola,85.4998474121094,34,14387.75,54.1415672302246
amnicola,84.7705078125,9,13265.0830078125,43.6596374511719
amnicola,92.816535949707,27,15262.3330078125,52.4909629821777
amnicola,87.9052505493164,17,13053.75,53
amnicola,90.2202682495117,23,14213.8330078125,41
amnicola,83.1818695068359,20,13437.25,45.2620468139648
amnicola,89.5640335083008,20,14473.3330078125,43
amnicola,81.9650192260742,20,13146.6669921875,45.6536140441895
amnicola,85.6142349243164,28,13731.5,49
amnicola,80.7583084106445,21,13297.75,43.4126510620117
amnicola,91.5689849853516,16,13771.75,53.569278717041
amnicola,87.106330871582,18,13980.75,48
amnicola,86.9888153076172,27,14081.5,49.9608421325684
amnicola,87.7814331054688,38,14207.8330078125,42
amnicola,81.2629470825195,21,13219.6669921875,43
amnicola,85.7419891357422,10,13088.3330078125,43
amnicola,88.2617034912109,20,14002.5,50
amnicola,82.9121932983398,45,13502.3330078125,49.3704833984375
amnicola,83.7493057250977,20,13249.75,44
amnicola,85.1513519287109,19,13480.25,45
amnicola,88.892333984375,31,14557.3330078125,42
amnicola,84.0640563964844,32,13792.4169921875,42
amnicola,81.6643829345703,42,13744.75,40.5602416992188
amnicola,81.208122253418,25,13390.8330078125,42.6234931945801
amnicola,84.634147644043,31,13839.3330078125,43
amnicola,87.9179306030273,24,14197.1669921875,54.9457817077637
amnicola,87.9339065551758,19,13803,49.6415672302246
amnicola,82.2035675048828,42,13475,41.8825302124023
amnicola,82.5861282348633,25,13732.9169921875,46.0873489379883
amnicola,89.2722702026367,22,14542,42
amnicola,83.6699447631836,21,13435.5830078125,43.3885536193848
amnicola,86.0855102539062,42,13719.0830078125,60.5542182922363
amnicola,84.0743713378906,17,13344.8330078125,43.8222885131836
amnicola,82.0229568481445,35,13638.5830078125,56.9728927612305
amnicola,81.8764038085938,35,13417.5830078125,41
amnicola,81.4194107055664,29,14286.1669921875,46.3072280883789
amnicola,82.0346755981445,29,13702.8330078125,49
amnicola,87.2360763549805,25,14098.0830078125,52.716869354248
amnicola,86.3339385986328,44,13768.25,56
amnicola,85.0521392822266,19,13769.8330078125,45.9367485046387
amnicola,87.9894027709961,27,14878.5830078125,45.647590637207
amnicola,89.0433349609375,32,14227.9169921875,41
amnicola,89.4696044921875,18,13439.5830078125,54
amnicola,88.6896667480469,13,13463.3330078125,45.5451812744141
amnicola,87.3187026977539,23,13896.75,42
amnicola,86.8765869140625,27,14775.8330078125,54.0150604248047
amnicola,84.7089004516602,18,13621.5,43.8885536193848
amnicola,85.9268569946289,17,13707.25,43.9246978759766
amnicola,84.8807067871094,9,13070,43.2469863891602
amnicola,84.5460968017578,16,13406.9169921875,44
amnicola,88.6466445922852,12,13328.5,47.7018089294434
argyrophylla,71.7339782714844,51,14517.3330078125,48.8042182922363
argyrophylla,79.1775436401367,54,16139.4169921875,44.8885536193848
argyrophylla,79.9468765258789,87,17087.5,52.6957817077637
argyrophylla,73.3802108764648,60,14009.8330078125,39.9969863891602
argyrophylla,80.4130096435547,46,13755.1669921875,40.8463859558105
argyrophylla,81.1052551269531,37,20047.333984375,82
argyrophylla,86.893310546875,42,15707.9169921875,45.3313255310059
argyrophylla,81.4172134399414,49,16564.916015625,44
argyrophylla,76.9204559326172,61,13790,40.1174697875977
argyrophylla,75.9042739868164,61,13843.1669921875,40
argyrophylla,86.2088623046875,44,13594.5830078125,58
argyrophylla,84.6498031616211,37,14193.8330078125,39.4789161682129
argyrophylla,71.5148773193359,54,14501,49
argyrophylla,86.9163360595703,56,17315.5,42.7530136108398
argyrophylla,70.4593887329102,64,14188.3330078125,40.1355438232422
argyrophylla,88.5447082519531,19,14141.4169921875,47
argyrophylla,86.5666656494141,37,16486.333984375,44.2319259643555
argyrophylla,79.5906066894531,47,16585.916015625,43
argyrophylla,88.7391052246094,30,14444.6669921875,42
argyrophylla,89.1648483276367,30,14910.4169921875,41
argyrophylla,70.3354415893555,68,13956.4169921875,50
argyrophylla,74.1160125732422,44,14520.3330078125,54.4036140441895
argyrophylla,83.1587524414062,50,17419.666015625,55.2560234069824
argyrophylla,82.4417190551758,24,13323.3330078125,45.0572280883789
argyrophylla,79.8325576782227,47,16571.666015625,41
argyrophylla,87.2232437133789,17,13144.9169921875,47.102409362793
argyrophylla,79.8133239746094,57,13867.6669921875,56.8614463806152
argyrophylla,76.2360076904297,44,14480.5,52.6415672302246
argyrophylla,84.5784301757812,27,14452.6669921875,45.475902557373
argyrophylla,84.6962051391602,19,13306.6669921875,47.0090370178223
argyrophylla,78.2164535522461,59,13765.6669921875,55
argyrophylla,81.2057113647461,53,15876.3330078125,44
argyrophylla,80.4875717163086,77,17194.916015625,58.6656608581543
argyrophylla,88.7235870361328,13,13359,44
argyrophylla,90.4003295898438,17,14665.75,46.7921676635742
argyrophylla,82.3143844604492,49,18232.25,59.4969863891602
argyrophylla,80.1810913085938,45,18078.833984375,46.4066276550293
argyrophylla,87.560661315918,36,15270.0830078125,51.8373489379883
argyrophylla,81.4937286376953,97,17731.416015625,60
argyrophylla,80.8026657104492,54,17493.75,61
argyrophylla,86.2768325805664,59,14421.4169921875,60.2590370178223
argyrophylla,80.6635131835938,43,13623.5830078125,40.2680740356445
argyrophylla,86.5993041992188,15,12893.4169921875,58.2228927612305
argyrophylla,79.207893371582,56,15757.8330078125,40.283130645752
argyrophylla,78.9132461547852,41,18594.5,46.2409629821777
argyrophylla,86.6759872436523,64,17018.166015625,51.7379531860352
argyrophylla,81.2422256469727,73,17192.25,57.2951812744141
argyrophylla,78.7346801757812,60,18515.083984375,59
argyrophylla,79.6630020141602,56,16573.083984375,45.7981910705566
argyrophylla,79.7674331665039,43,14879.5,42
argyrophylla,79.0516891479492,59,16639,46.75
argyrophylla,80.0240707397461,59,13930.25,62.3885536193848
argyrophylla,85.3645172119141,59,14535.9169921875,52.7379531860352
argyrophylla,82.2885513305664,62,16123.6669921875,54
argyrophylla,76.6147842407227,69,15009,50
argyrophylla,87.4213333129883,39,15735.4169921875,42.9819259643555
argyrophylla,86.1504592895508,14,13636.5,43.828311920166
argyrophylla,72.7164154052734,65,13756.0830078125,47
argyrophylla,84.8209533691406,18,13429.6669921875,44
argyrophylla,69.7560653686523,57,14042.6669921875,47.9337348937988
argyrophylla,75.8049850463867,55,13799.5830078125,41
argyrophylla,79.1086883544922,51,13688.5830078125,42
argyrophylla,80.5644454956055,64,17542.916015625,46
argyrophylla,79.5509490966797,53,16782.5,56.7680740356445
argyrophylla,83.8150405883789,19,13047.25,44.3644561767578
argyrophylla,70.6365966796875,58,14134.3330078125,40
argyrophylla,86.710693359375,23,14308.3330078125,55
argyrophylla,79.8828125,45,13754.75,41
argyrophylla,82.874153137207,23,13393.1669921875,46
argyrophylla,78.2711944580078,65,16597.75,47
argyrophylla,81.1228103637695,45,13694.1669921875,40.7801208496094
argyrophylla,80.0810623168945,39,18419.833984375,53.2590370178223
argyrophylla,78.7015838623047,62,15572.1669921875,46.7921676635742
argyrophylla,82.3134155273438,44,13477.1669921875,41
argyrophylla,89.8203430175781,44,17866.5,54
argyrophylla,76.2779159545898,51,15808.1669921875,50.7048187255859
argyrophylla,82.8675765991211,58,15916,49.8102416992188
argyrophylla,89.3289794921875,26,14457.6669921875,41.1656608581543
argyrophylla,87.0760803222656,19,13900.6669921875,44.1295166015625
argyrophylla,89.7006759643555,20,14585.5,44
argyrophylla,76.1363677978516,66,16560.666015625,47
argyrophylla,79.6709899902344,40,18142.25,47
argyrophylla,86.6096878051758,33,13863.6669921875,51.897590637207
argyrophylla,87.7296829223633,19,14032.3330078125,45
argyrophylla,81.4186401367188,36,15108.25,45
argyrophylla,81.5456008911133,75,17493.25,59.3554229736328
argyrophylla,79.6181564331055,65,14650.9169921875,44
argyrophylla,82.5308837890625,67,16315.8330078125,49.9337348937988
argyrophylla,87.9771957397461,34,15193.3330078125,42.5512046813965
argyrophylla,86.4069519042969,51,15517,46.5090370178223
argyrophylla,83.6346969604492,22,13291.8330078125,45
argyrophylla,79.4718322753906,34,14061,47.0933723449707
argyrophylla,76.0231704711914,52,13945.8330078125,40.7891578674316
argyrophylla,74.5879058837891,51,17909.583984375,45.8855438232422
argyrophylla,81.4805221557617,40,13668.6669921875,42
argyrophylla,86.5893020629883,24,13701.1669921875,54.9427719116211
argyrophylla,77.764762878418,46,14444.6669921875,53
argyrophylla,71.5692825317383,69,14466.1669921875,49.8042182922363
argyrophylla,81.6173858642578,33,13364.75,41.2138557434082
argyrophylla,84.2470550537109,41,13893.8330078125,39.4126510620117
atlantica,60.4665336608887,56,16335.3330078125,67.9186782836914
atlantica,64.0055923461914,53,15159.75,53.8102416992188
atlantica,64.0701293945312,52,15628,55
atlantica,62.686653137207,54,15759.3330078125,62.7319259643555
atlantica,60.0233573913574,44,15331.5830078125,51
atlantica,62.3766975402832,49,14992.5830078125,54.7921676635742
atlantica,62.5088157653809,52,15009,52.8042182922363
atlantica,50.3828620910645,62,17091.083984375,72
atlantica,49.7196006774902,54,17137,70.7771072387695
atlantica,54.384464263916,57,17248.166015625,67
atlantica,62.776123046875,56,15436.25,57.7289161682129
atlantica,57.2113380432129,72,16134,70.0632553100586
atlantica,63.4779052734375,57,15703.9169921875,60.6445770263672
atlantica,61.6896591186523,57,15770.3330078125,64.2560272216797
atlantica,62.2248344421387,65,15043,55.828311920166
atlantica,59.963249206543,67,14169.5,54
atlantica,48.7923049926758,61,16768.666015625,68.1867446899414
atlantica,65.4385223388672,53,15011.5,53
atlantica,62.8815231323242,63,15313.3330078125,59.1656608581543
atlantica,50.308292388916,52,17229.75,64.8463821411133
atlantica,62.2709655761719,57,15508.6669921875,54.8584327697754
atlantica,57.8580589294434,63,13923.3330078125,52.7439765930176
atlantica,63.7240982055664,56,15447.0830078125,56.5632514953613
atlantica,50.0484962463379,63,16738.083984375,75
atlantica,56.5125389099121,61,13923.9169921875,52.4397583007812
atlantica,48.9536170959473,50,16814,67.6536178588867
atlantica,59.9420013427734,58,16314.1669921875,67.9427719116211
atlantica,59.4713172912598,65,15268.8330078125,52.3915672302246
atlantica,48.2799987792969,57,16799.166015625,65.3825302124023
atlantica,63.3541946411133,53,15259.6669921875,52
atlantica,64.5313110351562,56,14683.9169921875,55.9548187255859
atlantica,65.1039123535156,53,15044.9169921875,52.2981910705566
atlantica,50.2119369506836,49,17080.833984375,64.6807250976562
atlantica,64.3494644165039,58,14449,52
atlantica,61.6938591003418,55,16164.5,63.852409362793
atlantica,49.8372840881348,62,16914.75,69.2108459472656
atlantica,57.2067260742188,49,16767.5,64.7439727783203
atlantica,62.0988311767578,57,15909.1669921875,62.7861442565918
atlantica,58.4287109375,63,16501.083984375,67.093376159668
atlantica,59.598274230957,60,16263.0830078125,69
atlantica,61.4437866210938,58,16117.3330078125,62.75
atlantica,63.3784027099609,60,15155.8330078125,57.3765068054199
atlantica,62.8484764099121,46,15421.6669921875,56.3704833984375
atlantica,64.7583694458008,52,15329.6669921875,54.9337348937988
atlantica,63.7746429443359,51,15088.6669921875,51.2921676635742
atlantica,47.3501052856445,58,16745.166015625,70
atlantica,64.0689010620117,50,15383.25,56
atlantica,62.17333984375,55,14829,54.1054229736328
atlantica,63.7360496520996,59,15063.9169921875,59.4006042480469
atlantica,60.7782249450684,50,16018.6669921875,64
atlantica,63.8234634399414,57,14345.4169921875,54.0451812744141
atlantica,63.629566192627,54,15399.5830078125,58
atlantica,58.450611114502,52,16669.916015625,67.1656646728516
atlantica,61.9612617492676,56,14761.5,55.7560234069824
atlantica,48.3501853942871,64,16478,74
atlantica,59.7279243469238,58,16218.25,69
atlantica,64.2264709472656,62,14946,56
atlantica,59.3745918273926,45,16375.8330078125,61.8825302124023
atlantica,62.0654029846191,55,14888.5830078125,54.8885536193848
atlantica,59.3275985717773,47,15358.8330078125,54.274097442627
atlantica,64.5154037475586,56,14921,53.7289161682129
atlantica,45.658504486084,59,17157.166015625,72.3584365844727
atlantica,62.4434432983398,43,14814.8330078125,50.5481910705566
atlantica,63.9249725341797,58,14522.6669921875,53.0030136108398
atlantica,63.2416305541992,55,15476.8330078125,59.3825302124023
atlantica,53.971565246582,49,13797.8330078125,54
atlantica,62.356315612793,51,15992.9169921875,62
atlantica,64.9547576904297,50,15239.8330078125,56.4789161682129
atlantica,52.088565826416,54,17263.833984375,62.75
atlantica,65.6902008056641,52,14854.25,53.2228927612305
atlantica,60.2433280944824,49,16301,58.1114463806152
atlantica,60.2621002197266,69,14399,55
atlantica,59.9211692810059,45,15312.5830078125,55
atlantica,59.7181816101074,44,14393.3330078125,53.6536140441895
atlantica,60.1977348327637,57,16331.9169921875,67
atlantica,63.3277130126953,56,15597.1669921875,64
atlantica,49.3017387390137,61,16953.083984375,70.3584365844727
atlantica,61.0689888000488,55,14736.25,52.9427719116211
atlantica,49.7695999145508,60,16955.25,72
atlantica,62.9451446533203,57,15774.6669921875,57
atlantica,55.7382774353027,45,16802.666015625,62
atlantica,56.0025291442871,48,16885,66.9216842651367
atlantica,63.3591537475586,63,15400.25,60.3734931945801
atlantica,53.7651329040527,47,13966.1669921875,50.6837348937988
atlantica,46.7413864135742,53,17375.166015625,78.6234970092773
atlantica,51.7933235168457,63,16908.083984375,69
atlantica,48.473388671875,47,17114.333984375,71
atlantica,59.2068748474121,49,16533.083984375,65.9789123535156
atlantica,62.454517364502,50,14986.5,54.2018089294434
atlantica,48.5804023742676,50,17052.25,67
atlantica,56.6229782104492,57,17199.25,74
atlantica,65.317741394043,53,14944.5830078125,53
atlantica,60.3208847045898,49,16274.6669921875,59
atlantica,64.8075256347656,57,14948.8330078125,53.8885536193848
atlantica,63.3882827758789,61,15291.5830078125,65
atlantica,63.6059417724609,57,14320.5,53.0391578674316
atlantica,55.7410545349121,47,13971.75,55
atlantica,61.337085723877,59,15873.5,65
atlantica,62.9238471984863,48,15075.0830078125,55.7439765930176
atlantica,61.3220062255859,56,16112.3330078125,67.1777114868164
baumgratziana,62.463306427002,77,14184,50.9367485046387
baumgratziana,45.4862442016602,81,18064.25,79
baumgratziana,58.2922286987305,82,16061.9169921875,57.8945770263672
