AF-endemic,widespread
82.2703304342782,72.6262768716967
66.8298976157828,61.7771177264845
63.8498079300044,63.0099316925464
44.8690557853715,40.6159260322521
38.1725832290877,37.6067598353336
43.3079558650674,47.4652359254527
76.5304758965602,66.2735544571831
62.4223798810705,66.5454025951086
49.8232028751649,44.9274460377397
59.3368529741425,55.0935078080675
46.6506257326481,52.9865811625477
57.1863338819293,51.0699522896464
37.5342489277617,48.2713231279705
68.773596167219,68.8551862623685
53.2516551461862,52.8250492395508
56.9826571876692,57.4834143575262
38.4593268930747,40.7680807931533
68.1995942965258,68.2881154915941
46.0788189046537,46.0640290804202
61.7014672821961,70.385928881359
89.8009459263839,82.3818413279344
60.3061163320616,60.6661488586366
56.8800424757661,49.9937024948403
57.0699402818062,50.3926426620835
48.0817759642709,47.9521962675489
62.7438119937939,62.0531187069441
72.2708309585126,58.7594657998143
67.1731934701483,75.7682263865996
52.2421158437292,69.8987542091713
61.0985377255861,61.7569071617871
64.8275754163939,64.3124177077217
59.4422354865684,66.0285270478146
53.3219334115059,50.3976639403613
42.9401188637789,37.0478017644728
67.5404899031537,67.750231392857
66.1500326120785,64.815891067212
41.9605027482686,53.9842258207239
63.6756931456169,71.3491780096706
57.2472338722527,59.1299285699492
79.6229527831021,70.2342682899441
49.5887293087212,54.4689114004719
60.6861703151898,57.2049279649256
59.9773312008076,50.8179465946662
61.1692998476155,52.5725825391515
71.3844986503498,61.3732007574572
63.155131351912,56.8854855014222
54.260074573384,51.5238174235483
77.2673640574727,74.5563959994515
61.9198185675945,45.1895029962447
70.4397075197893,61.1314770113957
30.1229283040505,41.8344138581308
52.4527815502707,49.6564960755649
57.2681941792985,52.9834753004404
70.4565542801419,67.5467770369855
40.5409013160812,44.3130952423069
52.2679191584494,50.2209052096622
37.910811444731,39.2806347559456
75.7787957576061,68.3301924964483
54.3839261377144,57.1988497803721
49.4957135231263,52.7268067256021
75.7674243109984,71.7397891152522
57.3075112028026,60.0680001504332
63.3215697087077,52.7053166928554
45.5319026466081,47.4186214621013
70.9226307316129,69.0945386939838
45.3867304140067,42.4129080496529
67.8526317780497,56.0134067088817
62.0889558456212,56.0757693513107
47.6737595257192,38.529433933847
61.9942173354876,54.8560324571473
61.6237782885668,58.4841389586329
46.6819864360095,44.0283322971928
40.894759793476,46.9966657709093
57.6775196187867,55.8992610612762
70.7519941844705,69.2280059354518
65.1741614218905,57.4043728630291
77.9370926184873,68.4422724028101
77.8882492542144,68.4487467148578
50.3609036912585,42.9694578035549
55.3980341453295,47.6509665412005
38.4074383618402,42.2087645175689
45.8677052546893,52.8426691405158
33.7243988080565,40.5588671422964
61.8801070688655,58.8042076140338
51.9256507323116,44.3061612521624
66.1182157448559,63.601956395461
61.4054533993883,61.6486728256051
35.3505564002173,51.2865895766864
29.0999622210449,44.1421240970871
54.9636695966167,56.1554265970617
