l.c,l.m,m.c,diffusion
0.574427994702754,-0.0259746708357831,3.24236485412878e-05,22.8387429256385
0.390775091731779,-0.0195990440255304,9.60965026161186e-07,7.97614843763111
0.575988871973722,-0.0227403769656016,1.42915162028719e-05,44.4751504340163
0.520047260691417,-0.0263595876571344,5.06572576795057e-06,10.9536918021458
0.268931721320391,-0.0135021162075949,2.32414997486931e-07,5.24062171769362
0.364792722393041,-0.0191495998315275,2.9794138922601e-09,7.49870586779164
0.483690194892995,-0.0235645263096779,4.10198855877676e-06,10.1553286502722
0.386152355893027,-0.0115706018376115,0.000145510294566819,8.16463793910532
0.303467251120002,-0.013043424487114,6.73133326188811e-07,4.59469584070744
0.462856975414327,-0.0217355427038371,0.000165318340980388,13.0806533301099
0.420254268514649,-0.0198707429436413,4.96267369093808e-05,6.75127773324468
0.412123394615166,-0.0182829680015858,0.000143026042465733,7.06795001203242
0.456270107389495,-0.0206932037370268,1.5702891238423e-06,10.2076594180522
0.376345739085382,-0.0209274809838511,1.72783249737484e-05,6.65855867006845
0.478974612752386,-0.0222706317126825,4.78193323576497e-07,25.3038948936931
0.473524048255817,-0.0244979891436737,3.45921109808139e-07,9.89655474329692
0.339227360709338,-0.00558036444592291,1.7308425078729e-05,7.35310786092295
0.440522017110118,-0.0177670777130842,3.72099365191148e-06,9.23778826103932
0.391053743132744,-0.0189228044322417,4.69387849831943e-09,10.410979197963
0.534642377295715,-0.0251133456184499,5.09971154582845e-09,12.3355152505405
0.459289804582762,-0.0136654266000882,1.55180984628015e-06,10.9873121863734
0.516888898008978,-0.0310470787038626,5.04598665972773e-08,11.6591492638946
0.463265788871945,-0.021268423218417,1.78673805589056e-10,7.31887687941589
0.412041238787392,-0.0172603996175173,4.49388730797194e-10,6.53366027093059
