l.c,m.c,diffusion
0.468824967602577,2.09879735075729e-07,22.6809294653737
0.468824967602577,2.09879735075729e-07,22.6809294653737
0.312750575679467,6.26712724061059e-07,7.9399401963729
0.472436416511468,3.76760223762845e-07,43.9488360369647
0.412914828168382,3.61913080132561e-05,10.916269127884
0.215768166871032,5.33511082295105e-06,5.27428636683176
0.287682131374179,2.07086462124658e-05,7.4573005980814
0.391179613428003,4.26994920266628e-07,10.1316402314949
0.344130697115751,1.6703553404546e-07,8.17079592674533
0.253372208901135,1.65108503268254e-07,4.60061316463003
0.380236286837694,6.02816358024575e-06,12.9504352334105
0.344162326384587,1.87480848797409e-06,6.72851705183076
0.342692967142569,5.76135635733535e-07,7.05725248242763
0.378112804887549,6.02816358024575e-06,10.1711383584105
0.294822116732972,8.15706397651038e-07,6.6426479408669
0.383708619363932,6.19519911429243e-06,24.9042944317607
0.378662962703478,1.59382753508254e-06,9.8579270549409
0.321050754817989,3.35259749182913e-07,7.3348155092423
0.374669971004076,1.14758373342438e-05,9.22162876812318
0.316069853211146,4.67182677468932e-06,10.3148357626833
0.436679977054876,6.78235217963766e-09,12.2091951230419
0.407161577328573,1.39671643136172e-07,10.9643012738413
0.389291540862081,3.19135031787587e-07,11.6016223687156
0.380240708291652,6.10072480852356e-06,7.3098380318031
0.344586480295146,1.59572343585593e-06,6.50809514148856
0.492106888177681,3.00989556541443e-06,18.3097275150056
