species,sp_area,sister_area,intersection,union,minimal_area,divergence_time
albicans,1445.58010448276,223.506694505,221.03106713003,1448.05573185773,223.506694505,0.55673
alborufescens,591.473098943296,1451.08555846836,591.473098943296,1451.08555846836,591.473098943296,10.64636
amnicola,87.052414282797,165.647868685813,0,252.70028296861,87.052414282797,1.86168
angelana,1.767055992848,66.5742761831745,1.67187881504665,66.6694533609758,1.767055992848,3.09647
argyrophylla,792.671271121418,242.113481054351,242.113481054351,792.671271121418,242.113481054351,0.88317
atlantica,6.4763289624195,0.00732281347450042,0,6.48365177589401,0.00732281347450042,6.08341
baumgratziana,12.4207392180905,0.504037756833995,0.128354218645606,12.7964227562789,0.504037756833995,4.85806
brunnea,25.981658510634,234.025599444561,25.981658510634,234.025599444561,25.981658510634,1.03216
budlejoides,121.445776608634,62.5472936872186,55.2679776635942,128.725092632259,62.5472936872186,4.93738
burchellii,197.880388464257,271.299329071929,144.531657644139,324.648059892048,197.880388464257,0.95427
capixaba,0.358363024694497,12.5680496035421,0.322476273912866,12.6039363543237,0.358363024694497,2.47288
castaneiflora,2.31608698108101,21.748705899059,1.58282362656183,22.4819692535782,2.31608698108101,2.73441
chrysophylla,439.437973629708,350.993639826623,248.722301560369,541.709311895963,350.993639826623,1.52872
cinerascens,102.40412186849,50.7102515160964,33.215762482047,119.898610902539,50.7102515160964,5.54704
cipoensis,0.148545757478001,32.1339197321569,0.148545757477999,32.133919732157,0.148545757478001,12.28041
corallina,85.554227257755,35.92174769943,26.6685821411399,94.807392816045,35.92174769943,2.05427
cowanii,165.647868685813,87.052414282797,0,252.70028296861,87.052414282797,1.86168
cubatanensis,104.60197156881,5.03597178949698,4.2227841076542,105.415159250653,5.03597178949698,1.40435
cyathanthera,32.1339197321569,0.148545757478001,0.148545757477999,32.133919732157,0.148545757478001,12.28041
dichrophylla,350.993639826623,439.437973629708,248.722301560369,541.709311895963,350.993639826623,1.52872
discolor,62.5472936872186,121.445776608634,55.2679776635942,128.725092632259,62.5472936872186,4.93738
dispar,362.19956747586,364.631696553736,107.225026800435,619.606237229162,362.19956747586,5.20726
dura,0.00732281347450042,6.4763289624195,0,6.48365177589401,0.00732281347450042,6.08341
fallax,880.168185059042,1249.46791106189,878.999365663453,1250.63673045748,880.168185059042,8.5452
fasciculata,41.3232096035808,17.318656486335,17.3042374560036,41.3376286339122,17.318656486335,3.70884
ferruginata,271.299329071929,197.880388464257,144.531657644139,324.648059892048,197.880388464257,0.95427
flammea,234.025599444561,15.4658356942816,15.4658356942816,234.025599444561,15.4658356942816,0.63606
formosa,50.7102515160964,102.40412186849,33.215762482047,119.898610902539,50.7102515160964,5.54704
heliotropoides,166.406613263672,528.817027938429,159.620805661839,535.602835540263,166.406613263672,9.03859
hyemalis,65.1257260189065,15.6089102000108,14.706035892892,66.0286003260253,15.6089102000108,0.19387
hypoleuca,467.934125058159,1451.01287356229,467.917674509216,1451.02932411124,467.934125058159,7.52743
kollmannii,0.0301472451434983,14.06782035903,0.0301472451434996,14.06782035903,0.0301472451434983,6.04531
kriegeriana,0.277211206995002,16.1516728620917,0.277211206995009,16.1516728620917,0.277211206995002,0.83159
lepidota,941.279375675669,16.1516728620917,15.7079455088274,941.723103028933,16.1516728620917,1.82619
longispicata,280.078278686521,0.3649134797725,0.364913479772504,280.078278686521,0.3649134797725,12.00739
lourteigiana,223.506694505,1445.58010448276,221.03106713003,1448.05573185773,223.506694505,0.55673
lymanii,15.6089102000108,65.1257260189065,14.706035892892,66.0286003260253,15.6089102000108,0.19387
macrothyrsa,528.817027938429,166.406613263672,159.620805661839,535.602835540263,166.406613263672,9.03859
macuxi,81.9583158328725,792.671271121418,81.9583158328725,792.671271121418,81.9583158328725,5.11103
mayarae,242.113481054351,792.671271121418,242.113481054351,792.671271121418,242.113481054351,0.88317
mellina,3.17878382402901,1174.15975621676,3.178783824029,1174.15975621676,3.17878382402901,8.51664
multispicata,411.916632586246,1057.68557943686,322.33445743086,1147.26775459225,411.916632586246,6.21447
navioensis,232.624306036912,612.852281498213,232.624306036913,612.852281498213,232.624306036912,3.44765
octopetala,12.5680496035421,0.358363024694497,0.322476273912864,12.6039363543237,0.358363024694497,2.47288
penduliflora,0.0413728633524981,234.025599444561,0.0413728633524979,234.025599444561,0.0413728633524981,5.25315
