species,sp_area,sister_area,intersection,union,minimal_area,divergence_time
albicans,1445.58010448276,223.506694505,221.03106713003,1448.05573185773,223.506694505,0.4029
alborufescens,591.473098943296,1451.08555846836,591.473098943296,1451.08555846836,591.473098943296,7.06351
amnicola,87.052414282797,165.647868685813,0,252.70028296861,87.052414282797,1.44311
angelana,1.767055992848,66.5742761831745,1.67187881504665,66.6694533609758,1.767055992848,1.78637
argyrophylla,792.671271121418,242.113481054351,242.113481054351,792.671271121418,242.113481054351,1.30649
atlantica,6.4763289624195,0.00732281347450042,0,6.48365177589401,0.00732281347450042,3.51781
baumgratziana,12.4207392180905,0.504037756833995,0.128354218645606,12.7964227562789,0.504037756833995,1.18428
brunnea,25.981658510634,234.025599444561,25.981658510634,234.025599444561,25.981658510634,0.48825
budlejoides,121.445776608634,62.5472936872186,55.2679776635942,128.725092632259,62.5472936872186,1.52664
burchellii,197.880388464257,271.299329071929,144.531657644139,324.648059892048,197.880388464257,0.62903
capixaba,0.358363024694497,12.5680496035421,0.322476273912866,12.6039363543237,0.358363024694497,3.36064
castaneiflora,2.31608698108101,21.748705899059,1.58282362656183,22.4819692535782,2.31608698108101,1.64859
chrysophylla,439.437973629708,350.993639826623,248.722301560369,541.709311895963,350.993639826623,0.63752
cinerascens,102.40412186849,50.7102515160964,33.215762482047,119.898610902539,50.7102515160964,3.52637
cipoensis,0.148545757478001,32.1339197321569,0.148545757477999,32.133919732157,0.148545757478001,5.96891
corallina,85.554227257755,35.92174769943,26.6685821411399,94.807392816045,35.92174769943,0.75137
cowanii,165.647868685813,87.052414282797,0,252.70028296861,87.052414282797,1.44311
cubatanensis,104.60197156881,5.03597178949698,4.2227841076542,105.415159250653,5.03597178949698,1.92343
cyathanthera,32.1339197321569,0.148545757478001,0.148545757477999,32.133919732157,0.148545757478001,5.96891
dichrophylla,350.993639826623,439.437973629708,248.722301560369,541.709311895963,350.993639826623,0.63752
discolor,62.5472936872186,121.445776608634,55.2679776635942,128.725092632259,62.5472936872186,1.52664
dispar,362.19956747586,364.631696553736,107.225026800435,619.606237229162,362.19956747586,3.59621
dura,0.00732281347450042,6.4763289624195,0,6.48365177589401,0.00732281347450042,3.51781
fallax,880.168185059042,1218.64769670055,876.376610177593,1222.439271582,880.168185059042,5.16667
fasciculata,41.3232096035808,17.318656486335,17.3042374560036,41.3376286339122,17.318656486335,2.86893
ferruginata,271.299329071929,197.880388464257,144.531657644139,324.648059892048,197.880388464257,0.62903
flammea,234.025599444561,15.4658356942816,15.4658356942816,234.025599444561,15.4658356942816,0.16638
formosa,50.7102515160964,102.40412186849,33.215762482047,119.898610902539,50.7102515160964,3.52637
heliotropoides,166.406613263672,528.817027938429,159.620805661839,535.602835540263,166.406613263672,5.24193
hyemalis,65.1257260189065,15.6089102000108,14.706035892892,66.0286003260253,15.6089102000108,0.61218
hypoleuca,467.934125058159,1451.01287356229,467.917674509216,1451.02932411124,467.934125058159,5.26557
kollmannii,0.0301472451434983,14.06782035903,0.0301472451434996,14.06782035903,0.0301472451434983,3.22499
kriegeriana,0.277211206995002,16.1516728620917,0.277211206995009,16.1516728620917,0.277211206995002,0.73127
lepidota,941.279375675669,16.1516728620917,15.7079455088274,941.723103028933,16.1516728620917,0.85165
longispicata,280.078278686521,0.3649134797725,0.364913479772504,280.078278686521,0.3649134797725,7.77026
lourteigiana,223.506694505,1445.58010448276,221.03106713003,1448.05573185773,223.506694505,0.4029
lymanii,15.6089102000108,65.1257260189065,14.706035892892,66.0286003260253,15.6089102000108,0.61218
macrothyrsa,528.817027938429,166.406613263672,159.620805661839,535.602835540263,166.406613263672,5.24193
macuxi,81.9583158328725,792.671271121418,81.9583158328725,792.671271121418,81.9583158328725,3.34936
mayarae,242.113481054351,792.671271121418,242.113481054351,792.671271121418,242.113481054351,1.30649
mellina,3.17878382402901,1174.15975621676,3.178783824029,1174.15975621676,3.17878382402901,5.01589
multispicata,411.916632586246,1057.68557943686,322.33445743086,1147.26775459225,411.916632586246,3.63706
navioensis,232.624306036912,612.852281498213,232.624306036913,612.852281498213,232.624306036912,3.98081
octopetala,12.5680496035421,0.358363024694497,0.322476273912864,12.6039363543237,0.358363024694497,3.36064
penduliflora,0.0413728633524981,234.025599444561,0.0413728633524979,234.025599444561,0.0413728633524981,1.49904
pepericarpa,100.668968738001,234.025599444561,100.668968738001,234.025599444561,100.668968738001,3.17351
petroniana,14.8663300824775,13.51471299093,10.8914903353593,17.4895527380481,13.51471299093,1.05269
polyandra,16.1516728620917,0.277211206995002,0.277211206995009,16.1516728620917,0.277211206995002,0.73127
pterocaulon,146.082619752466,792.671271121418,77.7182381203384,861.035652753545,146.082619752466,5.1781
punctata,1013.78605669042,1204.39401011175,823.33346758742,1394.84659921476,1013.78605669042,11.52132
racemifera,17.318656486335,41.3232096035808,17.3042374560035,41.3376286339122,17.318656486335,2.86893
robusta,1.10683250486401,234.025599444561,1.10683250486401,234.025599444561,1.10683250486401,0.63615
rondoniensis,46.8884444458204,1057.68557943686,46.8884444458205,1057.68557943686,46.8884444458204,3.39525
rufescens,575.814895512998,114.378762537115,100.797320452955,589.396337597159,114.378762537115,3.80715
ruficalyx,646.556264675875,942.482648471803,627.772153638618,961.26675950906,646.556264675875,1.76869
ruschiana,0.504037756833995,12.4207392180905,0.128354218645605,12.7964227562789,0.504037756833995,1.18428
sclerophylla,35.92174769943,85.554227257755,26.6685821411399,94.807392816045,35.92174769943,0.75137
secundiflora,9.416904314694,612.852281498213,9.416904314694,612.852281498213,9.416904314694,0.85451
serialis,612.852281498213,9.416904314694,9.416904314694,612.852281498213,9.416904314694,0.85451
setosociliata,5.03597178949698,104.60197156881,4.22278410765419,105.415159250653,5.03597178949698,1.92343
shepherdii,13.51471299093,14.8663300824775,10.8914903353594,17.4895527380481,13.51471299093,1.05269
stenostachya,1218.64769670055,880.168185059042,876.376610177592,1222.439271582,880.168185059042,5.16667
suberosa,0.3649134797725,280.078278686521,0.364913479772504,280.078278686521,0.3649134797725,7.77026
tiliifolia,114.378762537115,575.814895512998,100.797320452955,589.396337597158,114.378762537115,3.80715
valtheri,46.522019861753,993.497380178107,32.4873511013583,1007.5320489385,46.522019861753,1.95549
willdenowii,15.4658356942816,234.025599444561,15.4658356942816,234.025599444561,15.4658356942816,0.16638
