species,sp_hv,sister_hv,intersection,union,minimal_hv,divergence_time
albicans,8.4861712646476,2.89207792400431,0.339686277036679,11.0385629116152,2.89207792400431,1.70448
alborufescens,7.77656904143329,16.7232106226905,5.01302066813548,19.4867589959884,7.77656904143329,11.51743
amnicola,1.48408568737576,4.48306222723073,0.0642392550515967,5.90290865955489,1.48408568737576,2.29139
angelana,2.06649424323836e-05,2.2045969539472,0,2.2045969539472,2.06649424323836e-05,1.50753
argyrophylla,9.15273570448718,4.59373669125741,4.04378229864208,9.70269009710251,4.59373669125741,1.90431
atlantica,2.77475814868041,0.000154013087021719,0.000154013087021719,2.77475814868041,0.000154013087021719,4.35649
baumgratziana,2.44777972554025,0.35040435365309,0.173738091783426,2.62444598740991,0.35040435365309,1.12711
brunnea,7.94404591599686,5.7789081139371,4.38427343701833,9.33868059291564,5.7789081139371,0.6443
budlejoides,3.88485875004637,2.8489759844142,1.39459168215678,5.33924305230379,2.8489759844142,1.34331
burchellii,1.45785064857359,6.08679812399051,1.36832995023106,6.17631882233304,1.45785064857359,0.43395
capixaba,0.0140170078036509,3.77389842092728,0.0136381697549036,3.77427725897602,0.0140170078036509,3.97046
castaneiflora,2.41244771417391,2.91165069839682,1.42078580525034,3.9033126073204,2.41244771417391,2.71307
chrysophylla,14.0802912071757,3.66540554012714,3.27574060818613,14.4699561391167,3.66540554012714,0.49672
cinerascens,4.67358530022252,3.17410473727614,2.08619583862043,5.76149419887823,3.17410473727614,3.46368
cipoensis,0.0659493178188578,0.924552409011592,0.0645156369967087,0.925986089833741,0.0659493178188578,9.16794
corallina,1.97722065754699,1.69040058812894,1.0962451584581,2.57137608721783,1.69040058812894,0.56054
cowanii,4.48306222723073,1.48408568737576,0.0610613413741326,5.90608657323235,1.48408568737576,2.29139
cubatanensis,5.22350492566799,3.59159006478267,1.07885054826535,7.73624444218531,3.59159006478267,2.66381
cyathanthera,0.924552409011592,0.0659493178188578,0.0635856818688282,0.926916044961621,0.0659493178188578,9.16794
dichrophylla,3.66540554012714,14.0802912071757,3.26807506854139,14.4776216787615,3.66540554012714,0.49672
discolor,2.8489759844142,3.88485875004637,1.37238299469083,5.36145173976974,2.8489759844142,1.34331
dispar,4.28558343384231,6.1755086802666,0.731300235545234,9.72979187856367,4.28558343384231,3.69538
dura,0.000154013087021719,2.77475814868041,0.000154013087021719,2.77475814868041,0.000154013087021719,4.35649
fallax,3.033563671519,3.73965607774164,2.91063600474457,3.86258374451607,3.033563671519,9.01979
fasciculata,3.56574368494534,0.70331157545184,0.670068171172495,3.59898708922469,0.70331157545184,1.6623
ferruginata,6.08679812399051,1.45785064857359,1.37602629986232,6.16862247270179,1.45785064857359,0.43395
flammea,5.402210813741,2.60147155515427,2.22703443875935,5.77664793013593,2.60147155515427,0.19402
formosa,3.17410473727614,4.67358530022252,2.0967935377139,5.75089649978476,3.17410473727614,3.46368
heliotropoides,1.55136291301647,1.57800553330257,0.908797987849241,2.2205704584698,1.55136291301647,6.61198
hyemalis,2.0437991259634,0.695297949864141,0.535416058875183,2.20368101695236,0.695297949864141,0.50515
hypoleuca,7.40609693296822,11.0460449882019,1.71676772822771,16.7353741929425,7.40609693296822,7.25988
kollmannii,0.000488979616988454,2.62425077607083,0.000488979616988454,2.62425077607083,0.000488979616988454,4.02627
kriegeriana,0.193681720461516,2.09171411716834,0.146442276446512,2.13895356118335,0.193681720461516,0.28259
lepidota,3.09301451751083,2.14202412504432,1.32337003441295,3.9116686081422,2.14202412504432,0.70437
longispicata,12.0982960233872,0.000157713917263078,0,12.0982960233872,0.000157713917263078,9.17913
lourteigiana,2.89207792400431,8.4861712646476,0.339686277036679,11.0385629116152,2.89207792400431,1.70448
lymanii,0.695297949864141,2.0437991259634,0.535110746543568,2.20398632928397,0.695297949864141,0.50515
macrothyrsa,1.57800553330257,1.55136291301647,0.910085693110097,2.21928275320895,1.55136291301647,6.61198
macuxi,1.64066244011339,9.73041889000748,1.4564433718565,9.91463795826437,1.64066244011339,6.37167
mayarae,4.59373669125741,9.15273570448718,4.02183033759231,9.72464205815228,4.59373669125741,1.90431
mellina,0.21142321864615,16.2595233302218,0.161349298440483,16.3095972504274,0.21142321864615,7.01821
multispicata,4.36278696456178,14.6331592914162,2.80846700923251,16.1874792467454,4.36278696456178,4.28585
navioensis,2.23953727190253,10.152015081262,1.47767599435812,10.9138763588064,2.23953727190253,4.91207
octopetala,3.77389842092728,0.0140170078036509,0.0140170078036509,3.77389842092728,0.0140170078036509,3.97046
penduliflora,0.011724493656324,9.35931609688435,0.011724493656324,9.35931609688435,0.011724493656324,2.55726
pepericarpa,1.83624301626065,9.35406186256345,1.63804823037544,9.55225664844866,1.83624301626065,4.67491
petroniana,2.90190972925337,0.188628860422575,0.178432705805138,2.91210588387081,0.188628860422575,1.89902
polyandra,2.09171411716834,0.193681720461516,0.146206079226437,2.13918975840342,0.193681720461516,0.28259
pterocaulon,2.01229091848759,9.87638916505726,0.861271146089801,11.027408937455,2.01229091848759,7.63071
punctata,12.0455468890287,15.9901086004252,9.42644809227626,18.6092073971776,12.0455468890287,5.09844
racemifera,0.70331157545184,3.56574368494534,0.668396715091411,3.60065854530577,0.70331157545184,1.6623
robusta,0.443432194090138,9.32034675568313,0.416103370995119,9.34767557877815,0.443432194090138,0.85418
rondoniensis,1.36483921847407,1.87997741674157,0.040372773362212,3.20444386185343,1.36483921847407,2.18581
rufescens,3.71361162213669,15.6303847451006,1.44085956056548,17.9031368066718,3.71361162213669,3.97583
ruficalyx,12.1146680239453,3.2046813738166,1.94765698089424,13.3716924168676,3.2046813738166,2.48405
ruschiana,0.35040435365309,2.44777972554025,0.173933303122509,2.62425077607083,0.35040435365309,1.12711
sclerophylla,1.69040058812894,1.97722065754699,1.09504655233689,2.57257469333904,1.69040058812894,0.56054
