lnlik,n_par,aic,aicc
d_lin_fit,-188.561018546357,8,393.122037092714,392.806247619029
sd_s_lin_fit,-183.423149076248,10,386.846298152496,386.446298152496
sxd_sx_lin_fit,-183.33857222026,12,390.67714444052,390.186578402784
d_lin_fit1,-188.561018546357,8,393.122037092714,392.806247619029
sd_s_lin_fit1,-183.423149076248,10,386.846298152496,386.446298152496
sxd_sx_lin_fit1,-183.33857222026,12,390.67714444052,390.186578402784
d_lin_fit2,-188.561018546357,8,393.122037092714,392.806247619029
sd_s_lin_fit2,-183.423149076248,10,386.846298152496,386.446298152496
sxd_sx_lin_fit2,-183.33857222026,12,390.67714444052,390.186578402784
