sA.c,sA.m,sB.c,sB.m,sAB.c,sAB.m,xA.c,xA.m,xB.c,xB.m,dA,dB
0.143052357907692,0.0742734004353893,0.128287425792382,0.231865198521529,9.59450001206893e-07,2.23045205106689e-05,0.0692131363597237,-0.00959620276293489,6.88830301098862e-08,1.21066575777527e-05,0.106132863079273,0.172771314281584
0.134373457911151,0.0515747160589447,0.178637958173122,0.255704553524165,1.93377587302302e-06,-9.55220184154038e-08,8.7591896690204e-09,1.26883119121496e-08,1.50498261783876e-06,0.208041722641506,0.157831835761033,0.180231337467508
0.138066869832498,0.0824042385419679,0.0589451479931688,0.26231212288089,1.33012056775979e-06,1.02833396478216e-05,0.354250437437864,-0.0424247945870303,3.42713357649891e-05,-3.30460952504113e-06,0.0587328327076697,0.272217045450053
0.185044814418994,0.142448988473904,4.05257633144158e-08,0.36644014102112,4.25045810139038e-08,8.96607471443673e-06,0.570222178763537,-0.0871915777537111,0.0737754881074729,-0.0112794384629558,0.0744390588608301,0.382371747325545
0.111750672242374,0.085209444001725,0.125689376057765,0.14446971766673,0.000787139916845396,-0.000101964623087889,0.20537093202269,-0.0266047781021705,0.000120535083850297,-1.54394465972444e-05,0.0848304535876432,0.196319610746443
0.0723957169282263,0.0704080684592175,0.139454139353963,0.160147369325932,6.4171187637808e-05,-7.98244990074034e-06,0.000311746596122633,-3.87891222198623e-05,2.80236659350679e-07,-3.40474862685611e-08,0.0913034546916792,0.149236178875348
0.104601114043088,0.0606951517229992,0.166440946803645,0.143710288864211,1.70793850962687e-05,-2.10958315401422e-06,4.29378717246959e-08,1.04378621069509e-07,2.06633062518483e-05,-2.47102126055296e-06,0.0969143261616726,0.146244534375931
0.0912106467441718,0.0664388583242044,0.172118618613612,0.124556086616409,4.23256842664467e-06,-5.40028491415948e-07,0.000279238816965267,-3.5217385209024e-05,2.21186686319189e-05,0.0648199437526175,0.115620198851758,0.154974277869576
0.153718536504822,0.0808842628781738,0.236212305136324,0.275412455089755,1.22830811586091e-06,2.8639019458271e-06,3.91199554035903e-07,1.11314715961595e-06,8.74892383147989e-05,-1.34436772932849e-05,0.115802561472727,0.209138511519216
0.214904646484533,0.0849949616147672,0.0854882183952173,0.29413614729081,3.47072901973244e-06,-3.69438103106987e-07,0.425442036900759,-0.0568964812805226,0.0306191954429898,-0.00409398546637016,0.0709916475350795,0.342493984751287
0.146810764546671,0.0669398044195065,0.101545197552464,0.129215550526332,6.11337615176241e-05,-4.94400695775104e-06,0.422714321183603,-0.0430498834481646,0.0169277102971264,-0.00172377312752891,0.0454817379505876,0.311549255721486
0.0851673401361169,0.0602214980455875,0.11208172202949,0.112234296868501,1.90152790932911e-05,-1.67333777915042e-06,0.208783586567001,-0.0226692817896492,1.45142594065812e-05,4.18363089832619e-06,0.0599414745733289,0.188323072021709
0.0944705208121787,0.0636007842626189,0.127411358858456,0.262584612523702,7.17437226458352e-08,1.40555959640383e-06,0.0695124943164034,-0.00892323957369295,1.0480181321158e-07,0.194871483141974,0.129931092627424,0.187798917837518
0.0616477153234825,0.0565018330040888,0.0322675069191881,0.158873149909466,3.58973621598247e-05,-3.92082667749305e-06,0.000149567371469265,-1.63775987619941e-05,0.000340280347383661,-3.71737602553166e-05,0.0846860458394891,0.109796046732336
0.144113424383557,0.102542648995762,0.119067177417434,0.313360568706242,5.82152952125535e-05,-7.68291247722384e-06,0.397702375595613,-0.0528357978653749,2.24206374979646e-05,-2.97627456964392e-06,0.0620085816199492,0.314786041055018
0.116565356553686,0.113211703279378,0.0894580752286811,0.269778034240505,0.000378417293347773,-5.2072689992793e-05,0.366248500170426,-0.0504015913176914,0.0054633859596127,-0.000746560715170971,0.0671194453173771,0.292206711978803
0.0762976632181035,0.0424744112337459,1.687435133828e-06,0.247104316385339,9.92248695798267e-09,8.5381300438571e-07,1.16863357956803e-05,-7.59108926007077e-07,0.0575119017654239,-0.00600266420563132,0.0810026126947756,0.142158182081207
0.128905105824636,0.161682397250271,0.108912530492937,0.268637863521366,6.03005526250975e-05,-5.29923403358315e-06,0.650900645879085,-0.0890576057051369,0.014584791370502,-0.00199503211905986,0.0524722812527448,0.469113430217914
0.0569154988647649,0.0315440451959838,0.045212941124414,0.0917368407228295,0.000326247471725626,-2.76412049340211e-05,1.72815138848079e-05,-1.18357392306041e-06,6.13369513144441e-06,-5.10608374399631e-07,0.0668392721821018,0.0877004634065565
0.145815889775215,0.0761664582233267,0.0864127643941623,0.389567167167025,3.51518546476088e-05,-5.3687417728786e-06,0.0291881360608912,-0.00448705890108604,0.065189441504581,-0.0100215146466064,0.116050876857527,0.211103170810918
0.106256882067694,0.127341822675513,0.244263908890814,0.207403628283189,2.34367179155665e-10,1.59679388853448e-06,0.263671592562914,-0.0418093274724034,2.1569942123893e-07,0.150021587953347,0.106721337228613,0.258079830225893
0.00273893250497732,0.0965039747528343,0.105928014093298,0.0778454229975316,9.99649431307334e-06,-1.05660762061483e-06,0.292024268453107,-0.0310644276620331,1.00368538233445e-08,4.30274448885464e-09,0.0503345652084237,0.207393538258984
0.105726085434814,0.0546231550099624,0.0983275749004806,0.165080294241542,8.13247241059676e-09,1.71145175799619e-07,4.57077311249404e-08,1.93223287702541e-07,4.54952842820539e-07,-3.00481092412311e-08,0.0936560029853831,0.131211733185988
0.0665508819821022,0.109968048755298,0.275870617385425,0.175249059973643,2.73514561482328e-06,6.63584013030193e-06,0.187346339379923,-0.0248441404755412,1.10197652439989e-08,5.94564831262994e-06,0.0788991541739503,0.272564436085886
0.0821449302110933,0.124333763364998,1.99857629026767e-09,0.317125296346411,1.12050635106618e-08,1.08062325795264e-08,0.672227972601039,-0.0791212358331527,2.34453287130197e-07,0.229670061618786,0.0627751144207351,0.373410492674066
0.131499027239369,0.0528430171033568,0.268969921424597,0.194415833765028,2.87505165054841e-05,-3.74808598740039e-06,0.000251683664825703,-3.32277997102673e-05,7.25816309201418e-07,0.174057590380868,0.149833149506706,0.197643143766113
0.198870390382078,0.120330990303526,0.209102913507888,0.208217485146746,1.95026941974096e-05,-2.6231521340978e-06,0.500701143220167,-0.0674722945973737,3.15003898722354e-08,1.00141476461385e-06,0.0715801800056342,0.387671115539359
0.158422157285833,0.109058588558206,0.0412821480745459,0.228577304683401,1.20027671464352e-06,1.02585683135684e-05,0.535259104426217,-0.0671102091348545,0.000115234062536907,-1.29273473253045e-05,0.0534529419518187,0.354736182915149
0.132471812225703,0.0384404971163282,0.170892356155028,0.216368966134461,9.46540462330461e-06,-9.7734918688632e-07,5.3927162461986e-05,-3.39951788641089e-06,1.16456119251582e-05,-8.20821151656763e-07,0.0850477375810491,0.171334875676812
0.153682889282946,0.149996998038054,0.159631270741817,0.353521351612306,8.26865467691367e-05,-1.33104401586096e-05,0.432339316394338,-0.069674581648302,0.000150760763694633,-2.07618382641438e-05,0.0789190764492179,0.344449155716246
0.0625950824666422,0.0696634835159237,0.141787255795696,0.192575582849119,1.33898969566333e-06,1.1198520493869e-06,2.63368398565073e-06,4.02639485051027e-06,0.0625197112025869,-0.0077919557027096,0.0966827442204268,0.168839662213466
0.140593912442553,0.0472459996941387,0.097821627950501,0.368032381601338,3.06667820503105e-06,-3.65519322551709e-07,0.000310414277888924,-2.93359034256799e-05,9.97626465978712e-09,6.26902438963766e-07,0.0911039441063188,0.197741887588145
0.15043782057573,0.170289756019895,0.272804143461563,0.0808555849050899,0.000124736425585622,-1.90318978955292e-05,0.604175737328953,-0.0967151857502315,2.68673552423894e-05,-4.30023660958951e-06,0.0565456141617301,0.48896174675264
0.0893394307419338,0.0368840643156967,0.124827046428469,0.131236370249817,2.08832368766144e-05,-1.79421529750685e-06,0.0574444857682429,-0.00573129451598402,7.64752576963202e-06,-7.53463594847934e-07,0.064192278132246,0.155029409248648
0.148009190326311,0.115246827191197,0.159652902532555,0.109281868515729,0.000136413159324789,-1.72587940736417e-05,0.640584732202492,-0.0810534083677683,4.34554882882978e-06,-5.41677187592571e-07,0.0478922664003897,0.408938956276391
0.164073616425306,0.081763537205836,0.231497836795804,0.299936421945263,6.52118039708973e-06,2.37721326656654e-05,3.6363023844317e-05,1.59397810284782e-05,5.26722634155455e-05,-5.3690359934918e-06,0.120948792109475,0.210825591733713
0.108004064629294,0.0790466304231517,0.12915650052716,0.207061490389286,6.00353373866569e-09,2.13812796267943e-06,0.264957288577464,-0.0312331995455407,6.26076947681722e-06,-5.03277624853568e-07,0.0627802030293334,0.252898069193462
0.176818481550668,0.0406160745023597,0.103444723464044,0.254512466179249,1.45894392451289e-05,-1.83241627362055e-06,0.00014013632549621,-1.76771259323593e-05,7.91573024200802e-07,2.58190499207725e-08,0.100189970707911,0.170405352158314
0.110248892212268,0.0796611885225507,0.0406803208801434,0.234679730186757,4.4096179892902e-06,1.28527643275532e-05,0.150889808941725,-0.0186150336290961,9.6320560776666e-07,1.27855419150685e-06,0.0813275842833793,0.191185639393925
0.18875888077815,0.09680017279319,0.141136165998055,0.227624326790505,1.14281527136879e-06,-4.82086989799112e-08,0.523872267009342,-0.0663101939531025,7.3871932301838e-06,-6.64750083290294e-07,0.0548208734766777,0.402508858186635
0.0630358073339973,0.0628070177280352,0.128130435031941,0.199668450487913,1.23237380382739e-07,1.50334022321807e-06,3.57145461232413e-06,-3.82752076057353e-07,3.67464848590859e-07,0.125063716012901,0.120931516237297,0.150141196558754
0.111358981526005,0.0458813423922994,0.0054116059322786,0.590469743257154,3.61732973480149e-07,-4.0996965440971e-08,0.121735371072223,-0.0138439731457074,4.91397258069522e-07,0.534414464692454,0.172670868110592,0.183126830153225
0.111541449244594,0.0789436155817671,0.0220289241598607,0.416218776056902,1.21272000185306e-06,4.28747780372517e-06,9.59380016791539e-08,0.0347331540914182,9.44718482841118e-07,0.328750848561212,0.177670305463479,0.151230143185704
0.171610854102483,0.196276136367264,0.0747049679093688,0.434754798669471,1.00629374415437e-05,-1.32262873551229e-06,0.657094898320889,-0.108110079686134,0.0372992007678098,-0.00613670270971048,0.0691560537358106,0.4863649114828
0.0720306823226781,0.0383938929021876,0.135419612746958,0.0978161322991647,3.88756963004351e-06,1.89518243110731e-07,4.67985465258615e-05,-4.66065795490571e-06,1.42433282922959e-08,5.85335271568459e-06,0.0724409076552665,0.124462930460796
0.117515376912067,0.0663304625165078,0.127895746926729,0.121154801913014,1.61540908812128e-05,5.17253419414368e-06,0.335935053755306,-0.0359494009522203,0.000442730850794286,-4.72281719804551e-05,0.050163740272116,0.264206936891541
0.126865846990876,0.0725089704876317,0.179743351055059,0.133551022686216,5.77364196115676e-05,-7.00437313018298e-06,0.165615092454097,-0.0201000794882053,6.88442569576897e-06,5.25900246974026e-07,0.0826141888622488,0.208949112752086
0.119603378729953,0.100331317112605,0.0909954424123096,0.123943015250891,7.03306540001394e-07,-2.66472062560052e-08,0.511032558281228,-0.0593086834314645,0.0025807459356593,-0.000297803878090769,0.050786943790186,0.342449084736317
0.0996394318139885,0.116145100959123,0.151565052020192,0.332936805015934,1.35615767071053e-09,1.36603107054008e-07,0.326283918587803,-0.0479152141434981,2.36872513632397e-06,0.241226452761041,0.1122649634153,0.282306005503096
0.126667372046129,0.0724434963328141,0.130160613649363,0.256725202152542,1.80495427684236e-09,5.11077997696817e-08,0.169211337184863,-0.0217893309506617,2.57918928807994e-06,-3.30991660599906e-07,0.0741035092471992,0.236812827850103
0.131476585452027,0.057150989820406,0.128916838895377,0.161676478316354,1.06826129428433e-05,-1.10489575770315e-06,0.349297539006443,-0.0361413704759072,1.95018810057596e-05,-1.97105471930993e-06,0.0441699796072381,0.294084862895646
0.131378149524502,0.0914701483709714,0.153164700376384,0.182566817257777,3.66062285947229e-06,-1.5041454291789e-08,0.297732084588778,-0.0389427192184322,0.00330803896003479,-0.000432659387978113,0.0744414106744981,0.269982531058077
0.0995392390398173,0.0532702629473908,0.108844693909769,0.125756514371716,2.09173113956715e-05,-6.02559631257531e-07,8.74006725733187e-06,-9.4052269784176e-07,1.93223436847484e-08,3.02617433672861e-06,0.0982232574900703,0.119299100098837
0.0863198683693224,0.141718415068097,0.13871116646459,0.22646302781232,5.81497822574822e-06,-2.44065221895165e-07,0.395580491208108,-0.0538955703125914,1.91895906687592e-06,1.36665616836798e-05,0.0695697572207668,0.325800043081119
0.0929183880294235,0.07602385242792,0.165718889528169,0.208960909160201,4.82991387109546e-06,1.43922665315355e-06,6.56385199121783e-06,-8.53677816949393e-07,3.04237431572011e-06,-4.0517908423756e-07,0.0997113499173973,0.1685373994098
0.160374671086646,0.0778116918055362,0.252016525521313,0.367735711879842,0.000377335332859821,-5.61299905968975e-05,0.0017101634460617,-0.000253383941456066,2.15356864608246e-05,-3.18352036868782e-06,0.110982452795375,0.238046997445568
0.0559010267032696,0.0444977133744565,0.192191533332165,0.106046059106551,2.66610395186347e-05,-2.45599594727073e-06,0.000196723357525751,-2.02775061923013e-05,0.000109550328123516,-1.12911701575156e-05,0.0709695508428729,0.145342974197487
0.1227371194306,0.108043358723392,0.111307076513293,0.205980798646142,7.82811921273603e-09,6.36037422817024e-06,0.4012120821716,-0.0535880879900327,0.0281472337206291,-0.00375948995877572,0.0695584594792255,0.30621259451211
0.152023423169889,0.0520137953465816,0.140868140037463,0.335128318472958,4.80500955237301e-07,5.89510376022097e-07,1.21332897309315e-07,0.0200300046758034,6.06031669566394e-07,0.296778787354586,0.170524147131534,0.178325653235383
0.119798034292543,0.0766931191899481,0.280547245698343,0.168385596230463,8.5949937045198e-05,-3.95344487164527e-06,0.166761857166409,-0.0217681412879164,0.0253998971846442,-0.00331555663869916,0.0802306049613722,0.27724928948869
0.1256129755929,0.0955314773937034,0.0969410578574275,0.250182139884467,1.25789395572126e-06,-1.38161190117427e-07,0.368939574068478,-0.0464130328784241,1.24601614375996e-05,-6.39388479890225e-07,0.0605051272303243,0.297557231765765
0.094437454401291,0.0429375444555673,0.29120421455114,0.012914090537704,1.0439360169055e-05,-1.11938750082103e-06,5.67028881018468e-06,-5.96426620632656e-07,3.23579514676092e-07,-3.22046232905279e-08,0.0733270656502344,0.14813425978955
0.0844958618235263,0.0391713263508147,0.123220901374628,0.13600646134408,0.000498604883805445,-5.23124600544361e-05,6.19032771822246e-05,-5.14859970035855e-06,5.94148044892653e-07,2.18362616345406e-05,0.0740448891210321,0.133899365333176
0.0968405818959641,0.0616753053717942,0.0289127710734705,0.307161400420694,7.78505989421083e-05,-9.30124492927343e-06,0.000192499175854111,-2.04910438489117e-05,0.135094166561818,-0.0171970828507458,0.107150211572444,0.164983212456947
0.0678500226960239,0.0509219708001984,0.137542868082794,0.122013302299753,6.34027149735395e-06,-4.31292517966517e-07,0.000339835188851167,-3.6414267507793e-05,6.5236795997734e-05,-5.28742041909259e-06,0.0808703618122991,0.131099031254323
0.0818663790280588,0.137725469096769,0.0834622187791873,0.207530727198472,3.07630730105054e-06,-3.86686999466637e-07,0.603046301646663,-0.0774649455469809,0.124195771544108,-0.015954188844016,0.0514165917616885,0.400843545412718
0.195523129636894,0.181523481494654,4.79150565755748e-07,0.472965777941039,2.5618391483149e-07,-1.06125301733721e-08,1.00089216482808,-0.140438635834169,1.07592203334629e-06,0.356556685315631,0.0755359911864306,0.53173680698397
0.104823934607697,0.108111390912614,0.139269299000838,0.135570584448213,1.27103084277989e-06,3.61070740852909e-06,0.449673630403013,-0.0566957053561101,0.000188230630368198,-2.32846957145066e-05,0.0554117874807462,0.314102085976202
