sB.c,sB.m,sAB.c,sAB.m,xB.c,xB.m,dA,dB
0.222296146614847,0.108364890579263,2.88249321234377e-06,6.55990367498626e-06,2.72794858837276e-06,-3.74663247597775e-07,0.130195424887968,0.200138017748726
0.154702399749073,0.0443430475921118,0.000306569856612994,-3.22801748617951e-05,9.62628065730014e-07,5.58977443772384e-06,0.0912674616446575,0.130858129048403
0.265316505177116,0.0795435333292575,5.38973582095941e-06,6.59634823363585e-06,1.79707699282779e-05,-2.31675875362033e-06,0.133090497744825,0.204230795090206
0.224670453615482,0.0814608241493379,2.95518176584912e-07,-8.51373418929636e-09,3.09946902822262e-08,0.041539734919713,0.111305507940661,0.248237567347692
0.0929964380276424,0.0263209408493057,5.19908839266858e-07,3.55953781265117e-06,0.000112151094274373,-9.26685182336727e-06,0.0586764757384069,0.0931834819521668
0.175681919237295,0.0222621340850777,1.7111081878917e-06,2.77708462406271e-08,1.04931633594974e-06,3.57108985805939e-07,0.0737346398306375,0.147880085900859
0.164448070709937,0.0950674344216919,6.58376993799556e-06,-7.65447625758813e-07,0.0368206397099163,-0.00504450493437851,0.118045092602062,0.180827227946016
0.151938368292563,0.0640711340969878,2.03451596005302e-05,-2.56523984400921e-06,6.08999164250498e-06,6.38931282100046e-06,0.103115998110644,0.134186099032654
0.0913439547138688,0.0452469370698408,4.58874372511276e-06,1.71847495864883e-06,0.0222640968768872,-0.00208125483917345,0.0756021333770882,0.116950430658152
0.153463245198104,0.0861776568217482,2.71797055634149e-05,4.95032931945599e-06,5.44430791404869e-05,-7.96817220168498e-06,0.106481064251478,0.153574798282442
0.19200804859409,0.0424275205914654,1.26226135237657e-05,-1.49048405795986e-06,3.67144071590427e-06,-3.79231457491287e-07,0.0919214228388011,0.160295785181409
0.101381515808537,0.158955470323431,1.44540368956635e-06,1.24990453899942e-06,1.9736270541355e-05,0.145880532990002,0.0935913558206435,0.225920267056144
0.15523550164423,0.0827840970186961,3.25956142870364e-07,-3.59627198028384e-08,7.77669468918715e-07,9.70328666496412e-06,0.116741649182697,0.136889379129771
0.184217191700183,0.0230550099394202,3.8368686407235e-05,-3.75197407239408e-06,1.22547741652562e-07,1.00820959336133e-06,0.0786042765053017,0.144963501731461
0.211231140234995,0.0597136026252152,1.25341703709718e-06,6.78603725683971e-07,0.029240084361072,-0.00398008864313867,0.115478521544202,0.181312348966243
0.13931282191581,0.100099277701613,7.21801303826645e-06,8.12074366982397e-06,0.0342053619774213,-0.00510187981523154,0.11234110328103,0.174628960241807
0.177175441302903,0.0801909851016419,6.64711510460703e-05,-7.37058560689585e-06,0.29956035523036,-0.0349681180648904,0.100846824755648,0.213227725194575
0.172705781313773,0.0730577496539092,1.7190372730318e-09,8.61966420187195e-06,6.92421391505825e-05,-5.09024320499176e-06,0.104904103182728,0.156487423130076
0.13075730165973,0.0598168049959861,1.34552953767432e-07,0.00457725830266003,0.0168788054862851,-0.00204029683538836,0.0865099204310408,0.153790469023144
0.178380502263117,0.1141235169741,0.000397381609788848,-6.50925523997703e-05,0.00124857752818195,-0.000204635520372252,0.125355091424596,0.177936552983667
0.153524401358492,0.112278344617934,4.53325816579216e-09,1.2318540816897e-08,0.042946404625825,-0.00680182337646048,0.125542016636011,0.179199481667662
0.214612995506786,0.057050400408574,8.3430401805084e-08,4.01043783399705e-07,6.5061343571626e-06,-8.71616919267406e-07,0.101883603188944,0.187009788634168
0.184709256928946,0.0694048201419958,2.95012064825115e-05,-3.57437665397021e-06,1.97494624598996e-05,2.84338177254779e-06,0.106175095203068,0.16532301487643
1.22655103634761e-07,0.294200773568095,1.39683327138438,-0.159876241236299,4.84975183338477e-07,0.286574583609153,0.114067749652709,0.293188056803433
0.233150344306787,0.127255882313345,1.30806824215774e-06,4.4394257996253e-07,0.0399464336350292,-0.00723484829638381,0.154541097585437,0.223680214221426
0.139724385436283,0.0703556323991418,0.000212239482556079,-2.9283246759112e-05,0.000479693574198563,-6.61519776298519e-05,0.10056780412219,0.123817427190864
0.154472522097335,0.0397402380510165,3.63728074912389e-05,-3.63066644743738e-06,1.15742216251989e-05,-7.57783928727037e-07,0.0771023148330095,0.145226597455937
0.135251283943132,0.059880559346552,0.000285417560343521,-3.3620699295357e-05,0.000178212679440069,-2.08380448344219e-05,0.0919623135336888,0.129656786958523
0.21367143526006,0.0782034512323432,4.64914028528165e-06,1.223814554583e-05,0.030750451751459,-0.00470964971332081,0.120822105161642,0.204737087756066
0.165728019145207,0.0418656414482065,1.12006021371545e-07,3.16317556970058e-08,3.96192081353657e-05,-4.34116228671061e-06,0.0818520150595056,0.156873642948266
0.182397493238914,0.0856867077395426,3.42887445278938e-05,-6.52133179426424e-07,0.0327781275978798,-0.00483852685752642,0.115508150142517,0.193649926149276
0.222099403743461,0.0298953919610318,9.70577543116759e-08,6.07071954554338e-07,0.000280433084524757,-3.1604065547558e-05,0.0926397420696025,0.165442851597849
0.186684899049299,0.0767319575233664,8.58406930485896e-06,8.27139160901005e-06,5.94888636584561e-06,3.89686912315993e-06,0.120994540554703,0.150010570745915
0.220055721325065,0.0498848353807045,1.64227721344494e-06,0.00629082581983683,0.0230440516341012,-0.00294304570934688,0.105020724463995,0.199144983032815
0.174019918797881,0.0511475011045201,2.09825416098173e-08,4.25735821636087e-08,1.82825409346674e-05,1.10311667321092e-05,0.097323773524075,0.146486841636209
0.146596240937743,0.11141813006576,2.03186294713237e-05,0.0362681234681353,3.67073169165391e-05,-5.39672291660624e-06,0.129985868012303,0.169837358383787
0.14697710036664,0.0655195029117853,1.30733211456988e-05,-1.04025358609797e-06,0.000421797751925802,-5.45939126419712e-05,0.103334553321119,0.131544755744243
0.13558560833367,0.0732297086106199,1.60070211700821e-05,1.46944109621605e-05,1.62942662684709e-05,1.6178405707898e-05,0.0975801181475399,0.141632497421197
0.169426500068449,0.0598701132990683,2.7825802829394e-05,-3.43780367465794e-06,2.7582125322236e-06,-2.76366521848884e-07,0.101572073074908,0.140946938378609
0.145696497124211,0.0692093709919874,4.67294494185035e-06,1.41139791641374e-05,0.0251761776328563,-0.00329661654542164,0.10279087068887,0.152850702267447
0.259665443185571,0.0733264891031131,0.00200298318265097,-0.000313335910903041,4.54444675025338e-05,-5.9321295382761e-06,0.126732935110244,0.199363926734236
0.179289956101499,0.116119890076194,9.37790455128254e-06,2.3819737408861e-06,8.06943943926101e-09,0.0830138173346032,0.113934885420024,0.222891793784216
0.139348433730658,0.0422657966964793,0.000344026385801062,-3.49839427269529e-05,0.00027322590305198,-2.69180841070953e-05,0.0878870903291109,0.113079072158435
0.128010745975193,0.0417918066498807,1.67187696657537e-07,7.87134651889007e-06,4.03555769111181e-05,-4.38199002647722e-06,0.0824484323740222,0.11269858177122
0.147155934946854,0.0896886230334955,2.93034793100731e-08,2.31785015262346e-07,5.87404959855896e-06,0.0446757137531583,0.0990649576679315,0.196518994032019
0.0822282425542043,0.0699119289397248,0.000101954267587324,-1.11008156551661e-05,1.34438573981586e-05,-1.2434275339092e-06,0.090143017177591,0.106221005969587
0.211861821943912,0.0556650591597781,3.60299361358746e-07,3.01363503649995e-06,2.25263529427706e-08,8.80433793490802e-07,0.103821480826366,0.170473839975004
0.160665125968914,0.0798744272834255,3.27101507736746e-06,-4.49066044979554e-07,7.68015570328707e-05,-1.05578660367091e-05,0.106300760726476,0.157960271062504
4.78578369409494e-06,0.201945920882383,0.000369325330999609,-3.66230079075928e-05,2.92376291442904e-08,0.178036398677824,0.084555117384816,0.217564321019623
0.172251071700238,0.0869216148932899,9.11429311236783e-06,-1.22994503917292e-06,0.0339781738645297,-0.00464894159777844,0.11222248762162,0.184191571791045
0.078324000883157,0.0380305724930795,2.2373004988065e-05,-1.23606643637537e-06,1.44934219637113e-05,6.28917030556224e-07,0.0718311817979797,0.0837943413273005
0.219144071192056,0.0848500233552026,0.00415986058057982,-0.000639490453799467,0.0272791520079762,-0.00419359704286449,0.130625866266699,0.199055378662966
0.196411290092881,0.0785356137677243,3.98688136880232e-06,1.01947563928165e-06,0.000288924138083547,-4.30616858489351e-05,0.109643328694646,0.170610797214642
0.0719924327021877,0.0569021879478932,9.05504480808119e-05,-1.64186142376945e-06,4.61655871852187e-06,4.10776899040705e-05,0.0771844004794807,0.0968663053813299
0.142712900307878,0.0643261906693822,8.24789589437458e-06,-4.66913040367262e-08,0.000508364569391958,-5.99553145900643e-05,0.100312674528888,0.125932258721807
0.20119341986052,0.0639213948628728,0.000201512016053276,-2.66464299064371e-05,0.00128577392762016,-0.000170501188389559,0.107001226983323,0.180168390053761
0.112771399046427,0.0551963477458541,0.0354486572293685,-0.00417227374797514,3.64532416913227e-06,1.84364988171717e-06,0.0854156905978396,0.139827325815533
0.236198656563044,0.0458936619088078,3.85092787837462e-07,3.09440506549068e-06,0.025621755676222,-0.00343165068767462,0.112823820426933,0.197246487139812
0.239333177528386,0.0570733239810481,1.42768249056903e-05,-1.65946770646496e-06,0.000739886500999272,-9.74210728248546e-05,0.122018999502589,0.174766548154555
0.117044386432785,0.0994688589498737,6.26164900917205e-06,-7.76882459894855e-07,6.21209321346761e-07,0.0339135400118665,0.10533850880158,0.159389378815271
0.230214686773296,0.029007307165593,1.19714801811482e-06,-9.66421366087807e-08,0.000120051635165411,-1.32563195014679e-05,0.0940357128267008,0.167455898824306
0.225219908102972,0.0908011726032911,2.76966341979781e-05,-3.36994747630293e-06,0.000104131719915659,-1.62046118644697e-05,0.129859961022648,0.178672978405604
0.117715321602706,0.110367169402776,2.60415053632264e-06,-1.99546686015551e-07,2.87379583031174e-07,0.059849716464323,0.0986869348353537,0.194258202223937
0.249744516490907,0.0364656652891283,1.64472258965264e-08,1.11174095978111e-06,2.93085713359369e-09,1.77675242418613e-06,0.102353069216308,0.191362024466861
0.205102637247075,0.103066439106569,0.00613012159291306,-0.000981115142439655,0.170237170045579,-0.0272511897075187,0.127005570978375,0.213128427013002
0.159449579951969,0.0268507616998122,5.32948774022404e-06,-5.29396348848755e-07,3.70021352247959e-06,6.56780301546873e-06,0.0706373366566018,0.138200829724892
0.157942602332153,0.0493704917326888,5.22722725933321e-05,-6.4936160937057e-06,5.38792565983631e-06,-5.76384441014598e-07,0.0941460144572661,0.126190003241218
0.266998499981159,0.075812194105369,4.20989600775551e-06,2.04513195769882e-06,4.09645253532863e-07,2.57175158568193e-06,0.134002850972455,0.197856072702783
0.168235451376209,0.0524346456434532,6.58703342096883e-06,3.30036465655808e-06,7.39818252944333e-06,1.2296811246107e-05,0.0956303588787027,0.147311242062977
0.228572077950102,0.0491297914431766,2.61419544482406e-08,2.19728331782899e-09,2.58936644363017e-07,-2.06604944709699e-08,0.106916796649777,0.1686588906216
0.134529085928752,0.079100855681345,4.14795925656571e-06,1.23691746675909e-06,0.000304516015445651,-3.73984032728854e-05,0.102818812617177,0.140203375330692
0.220172984002932,0.0447843420631844,7.61493107208688e-08,4.39507978336129e-07,0.0318430004591017,-0.00403008780359042,0.105950266254146,0.191348326499811
0.107693208469963,0.104020703238053,1.70302954459789e-05,2.30630613127228e-05,7.11292081291982e-07,0.0596964180459112,0.0930946849628545,0.18639506645116
0.224168766091092,0.0243652045608256,8.99330162517034e-06,-1.02025913809653e-06,2.26161713684379e-08,8.20233943391618e-06,0.0867464194358917,0.178562278744174
0.0293673238487891,0.291978398442295,1.12106051326893e-08,4.56802655226373e-07,4.01275699858602e-07,0.270399376198472,0.114014016220298,0.254860145672071
