sB.c,sB.m,sAB.c,sAB.m,xB.c,xB.m,dA,dB
0.191674270271988,0.131054643964021,1.97332474803688e-06,4.07328329773652e-06,0.0327255169001595,-0.00538386950905657,0.142120399036268,0.19935735117647
0.138191866157745,0.0341382230258301,0.000174679234561295,-1.70789851583462e-05,2.81248865764686e-07,1.45876794860387e-06,0.0739324093499191,0.123432285391352
0.143155297939061,0.0409705692985332,1.64737287500309e-05,1.2844964261049e-05,1.000645419117e-07,3.87772527602264e-05,0.0859748494314996,0.119051272508974
0.178071654323082,0.0563605102765374,0.0113446329590102,-0.00136530247402123,0.000191061467128153,-2.22927749467048e-05,0.102958149874925,0.142848146448089
0.11928224807631,0.0590481067690151,7.09464744027814e-07,-2.87365751808891e-08,0.0254726463366453,-0.00295364303460665,0.0974838811682527,0.127095983357741
0.178537157657674,0.0795987948408782,9.71037306250667e-07,-3.82942989931906e-08,0.0377088649520756,-0.00553740314479301,0.109774056269355,0.190127062105526
0.197801305727548,0.0563780287793638,3.75826474302541e-06,4.77790023966152e-06,9.35306002816109e-05,-5.79175422644912e-06,0.102705293375137,0.161946395546113
0.178643772909997,0.0266674087960352,1.05957785039474e-05,-9.00695084051462e-07,1.05560022216118e-07,5.81113985997036e-07,0.0781778245029814,0.142638997032353
0.176147666598478,0.0656379218166199,1.08593884602047e-08,2.70113677069726e-09,0.0252552605324818,-0.00330327685903567,0.111706947103164,0.160815099899895
0.136866457954328,0.0568103409260189,1.87275128389908e-05,-1.06649696279277e-06,8.11390506541558e-06,2.84817707729252e-06,0.0924670142256017,0.123756354433637
0.156790479816822,0.0911321603138178,3.84629260394178e-06,-5.17419077419871e-07,0.0328664578063102,-0.00447767362648807,0.114808888118158,0.175871075009422
0.178560216503745,0.0716407853866774,2.86416533251086e-07,-3.54919005961493e-08,3.22434623695131e-10,1.10394962645562e-06,0.10575506561126,0.161339531323727
0.295683868999153,0.062852756104507,6.83264499475302e-06,-8.37707082552729e-07,9.86546297006212e-09,9.2159195074705e-08,0.126256693181411,0.222121835751637
0.156896934744233,0.0318594963215147,7.08796541565279e-06,1.729229482279e-06,1.46325396842875e-06,5.32358871563367e-06,0.0754161809822111,0.139881869442875
0.157815230727575,0.070789647682809,4.46233799648251e-06,1.31304387879487e-05,0.0260006496156518,-0.00347110871095073,0.104590095936184,0.162651887924674
0.203728544417545,0.0924194386321304,2.46778026638116e-08,1.39232462362848e-06,1.25757393073766e-06,0.0768741860290921,0.105777366325919,0.24414707655061
0.237145988425913,0.0436845756660895,0.00789503955832143,-0.00103048598052508,0.0244513970794957,-0.00319174539824619,0.1050450484195,0.207744362291926
0.177553353962465,0.0568670192163085,2.93072111155238e-06,-3.49456143455655e-07,1.42455620610432e-05,9.56544551170711e-06,0.102344700404338,0.148601064665068
0.180183185809924,0.0294145162760366,5.09281986422094e-06,-5.26287305819903e-07,0.000171199432617067,-1.83419469760626e-05,0.077305953753025,0.140940519435849
0.144376112220301,0.0400295753623869,1.60625036177932e-05,2.05861153122773e-05,0.000148132401563976,-1.48338849090609e-05,0.0800768810076724,0.128403412437539
0.0442496598528213,0.221900730944109,4.62098881767917e-05,-5.85669749532732e-06,1.91507314477194e-06,0.180796431244641,0.104854073530964,0.240884559663691
0.13043109716896,0.0505287183931265,0.000500313213195327,-5.28891992168715e-05,4.20611245919087e-07,7.98260120004849e-07,0.0898462407761659,0.119868638807584
0.115361656199811,0.0779118053092009,8.01487915107706e-06,0.00299412725537324,0.033402869039475,-0.00429094817773188,0.0980999066811252,0.151138449689739
0.176460868428756,0.0720948843713735,5.17361758254205e-05,-7.24738650203468e-06,0.0415580790361482,-0.00582564967578729,0.103896683538654,0.188150950815322
0.138924662105866,0.0592463480900054,3.71013720756628e-06,-4.66940520001188e-07,2.11617131816387e-06,2.12567989763934e-07,0.0866291358309009,0.137059309748065
